id,element,useCase,type,component
1,User:no sent messages,View sent messages,control,Message
2,User:List of sent messages,View sent messages,control,Message
3,User:Sent button,View sent messages,boundary,Attachment
4,display list of sent messages:List of sent messages,View sent messages,control,Message
5,Sent button:retrieves sent messages,View sent messages,control,Message
6,display list of sent messages:no sent messages,View sent messages,control,Message
7,retrieves sent messages:display list of sent messages,View sent messages,control,Message
8,retrieves sent messages:message,View sent messages,control,Message
9,stl#User:no sent messages,View sent messages,Stimulus,undefined
10,stl#User:List of sent messages,View sent messages,Stimulus,undefined
11,stl#User:Sent button,View sent messages,Stimulus,undefined
