id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:my photos screen,View photos on device,0,undefined,undefined
2,Actor:camera roll,View photos on device,0,undefined,undefined
3,Actor:upload choice,View photos on device,0,undefined,undefined
4,Actor:view photo,View photos on device,0,undefined,undefined
5,Can't access local photos:my photos screen,View photos on device,0,undefined,undefined
6,local photos:Can't access local photos,View photos on device,0,undefined,undefined
7,camera roll:choose a photo,View photos on device,0,undefined,undefined
8,get photos successfully:camera roll,View photos on device,0,undefined,undefined
9,User:camera roll,View photos on device,0,undefined,undefined
10,choose a photo:view photo,View photos on device,0,undefined,undefined
11,local photos:get photos successfully,View photos on device,0,undefined,undefined
12,process request:local photos,View photos on device,0,undefined,undefined
13,my photos screen:process request,View photos on device,0,undefined,undefined
14,upload:upload choice,View photos on device,0,undefined,undefined
15,view photo:upload,View photos on device,0,undefined,undefined
16,User:upload choice,View photos on device,0,undefined,undefined
17,User:view photo,View photos on device,0,undefined,undefined
18,stl#Actor:my photos screen,View photos on device,0,undefined,undefined
19,stl#Actor:camera roll,View photos on device,0,undefined,undefined
20,stl#Actor:upload choice,View photos on device,0,undefined,undefined
21,stl#Actor:view photo,View photos on device,0,undefined,undefined
22,stl#User:camera roll,View photos on device,0,undefined,undefined
23,stl#User:upload choice,View photos on device,0,undefined,undefined
24,stl#User:view photo,View photos on device,0,undefined,undefined
