id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
18,Contractor:show crawling list-->show crawling list:query crawling list of websites-->query crawling list of websites:List of websites-->List of websites:query attributes of webbiste-->query attributes of webbiste:Attribute list of website-->Attribute list of website:add attributes-->add attributes:websites,EI,1,7,0,2,5,control->control->entity->entity->entity->entity->entity
19,Contractor:List of websites-->List of websites:query attributes of webbiste-->query attributes of webbiste:websites,EQ,0,3,0,0,3,entity->entity->entity
20,Contractor:List of websites-->List of websites:query attributes of webbiste-->query attributes of webbiste:Attribute list of website-->Attribute list of website:add attributes-->add attributes:websites,EQ,0,5,0,0,5,entity->entity->entity->entity->entity
21,contractor:players tab-->players tab:query crawling list of players-->query crawling list of players:all players list-->all players list:add player to scheduling list-->add player to scheduling list:schedule,EI,3,5,0,4,1,control->control->control->control->entity
22,contractor:players tab-->players tab:query crawling list of players-->query crawling list of players:all players list-->all players list:add player to scheduling list-->add player to scheduling list:schedule success message-->schedule success message:update player attributes-->update player attributes:player,EQ,2,7,0,6,1,control->control->control->control->entity->control->control
23,contractor:all players list-->all players list:add player to scheduling list-->add player to scheduling list:schedule,EI,2,3,0,2,1,control->control->entity
24,contractor:all players list-->all players list:add player to scheduling list-->add player to scheduling list:schedule success message-->schedule success message:update player attributes-->update player attributes:player,EQ,1,5,0,4,1,control->control->entity->control->control
25,contractor:schedule success message-->schedule success message:update player attributes-->update player attributes:player,EO,0,3,0,2,1,entity->control->control
26,contractor:players tab-->players tab:query crawling list of players-->query crawling list of players:all players list-->all players list:query player info-->query player info:player detail page-->player detail page:save player-->save player:player,EQ,3,7,0,7,0,control->control->control->control->control->control->control
27,contractor:players tab-->players tab:query crawling list of players-->query crawling list of players:all players list-->all players list:query player info-->query player info:player,EQ,3,5,0,5,0,control->control->control->control->control
28,contractor:all players list-->all players list:query player info-->query player info:player detail page-->player detail page:save player-->save player:player,EQ,0,5,0,5,0,control->control->control->control->control
29,contractor:all players list-->all players list:query player info-->query player info:player,EQ,0,3,0,3,0,control->control->control
30,contractor:player detail page-->player detail page:save player-->save player:player,EQ,0,3,0,3,0,control->control->control
31,Contractor:websites tab-->websites tab:query crawling list of websites-->query crawling list of websites:websites,EQ,0,3,0,0,3,entity->entity->entity
32,Contractor:websites tab-->websites tab:query crawling list of websites-->query crawling list of websites:List of websites-->List of websites:display confirm tab-->display confirm tab:confirm dialog-->confirm dialog:delete website-->delete website:websites,EQ,2,7,2,0,5,entity->entity->entity->boundary->boundary->entity->entity
33,Contractor:websites tab-->websites tab:query crawling list of websites-->query crawling list of websites:List of websites-->List of websites:display confirm tab-->display confirm tab:confirm dialog-->confirm dialog:add attributes-->add attributes:websites,EQ,1,7,2,0,5,entity->entity->entity->boundary->boundary->entity->entity
34,Contractor:websites tab-->websites tab:query crawling list of websites-->query crawling list of websites:List of websites-->List of websites:display confirm tab-->display confirm tab:List of websites-->List of websites:display confirm tab,EQ,3,6,2,0,4,entity->entity->entity->boundary->entity->boundary
35,Contractor:List of websites-->List of websites:display confirm tab-->display confirm tab:confirm dialog-->confirm dialog:delete website-->delete website:websites,EQ,2,5,2,0,3,entity->boundary->boundary->entity->entity
36,Contractor:List of websites-->List of websites:display confirm tab-->display confirm tab:confirm dialog-->confirm dialog:add attributes-->add attributes:websites,EQ,1,5,2,0,3,entity->boundary->boundary->entity->entity
37,Contractor:List of websites-->List of websites:display confirm tab-->display confirm tab:List of websites-->List of websites:display confirm tab,EQ,3,4,2,0,2,entity->boundary->entity->boundary
38,Contractor:confirm dialog-->confirm dialog:delete website-->delete website:websites,EI,1,3,1,0,2,boundary->entity->entity
39,Contractor:confirm dialog-->confirm dialog:add attributes-->add attributes:websites,EI,0,3,1,0,2,boundary->entity->entity
