id,element,useCase,type,component
1,User:Scenario Page,Take Scenario Quiz,control,Storetheanswerforthescenario
2,User:Cookie Expiration Error,Take Scenario Quiz,control,CookieExpirationError
3,User:Thank you page,Take Scenario Quiz,boundary,frontpage
4,Check cookie expiration:Cookie Expiration Error,Take Scenario Quiz,control,CookieExpirationError
5,Check cookie expiration:Cookie,Take Scenario Quiz,control,CookieExpirationError
6,Store the answer for the scenario:Check cookie expiration,Take Scenario Quiz,control,CookieExpirationError
7,Load next senario:Scenario Page,Take Scenario Quiz,control,Storetheanswerforthescenario
8,Load next senario:Scenario,Take Scenario Quiz,control,Storetheanswerforthescenario
9,Store the answer for the scenario:Load next senario,Take Scenario Quiz,control,Storetheanswerforthescenario
10,Store the answer for the scenario:Scenario,Take Scenario Quiz,control,Storetheanswerforthescenario
11,Scenario Page:Store the answer for the scenario,Take Scenario Quiz,control,Storetheanswerforthescenario
12,Store the answer for the scenario:Thank you page,Take Scenario Quiz,boundary,frontpage
13,stl#User:Scenario Page,Take Scenario Quiz,Stimulus,undefined
14,stl#User:Cookie Expiration Error,Take Scenario Quiz,Stimulus,undefined
15,stl#User:Thank you page,Take Scenario Quiz,Stimulus,undefined
