id,element,useCase,type,component
1,Manager:list of agents with status,View call los and listen to call recordings,control,queryagentactivies
2,Manager:view agent activities link,View call los and listen to call recordings,control,queryagentactivies
3,Manager:call detailed information,View call los and listen to call recordings,boundary,leaddetail
4,Manager:call record downloaded message,View call los and listen to call recordings,entity,callrecorddownloadedmessage
5,Twilio API:download call records,View call los and listen to call recordings,entity,callrecorddownloadedmessage
6,Twilio API:receive call information,View call los and listen to call recordings,entity,callrecorddownloadedmessage
7,connect to Twilio API for call's info:Twilio API,View call los and listen to call recordings,control,TwilioAPI
8,connect to Twilio API for agent's call records:Twilio API,View call los and listen to call recordings,control,TwilioAPI
9,query agent activies:agent,View call los and listen to call recordings,control,queryagentactivies
10,receive call information:call detailed information,View call los and listen to call recordings,boundary,leaddetail
11,download call records:call record downloaded message,View call los and listen to call recordings,entity,callrecorddownloadedmessage
12,download call records:call records,View call los and listen to call recordings,entity,callrecorddownloadedmessage
13,list of agents with status:connect to Twilio API for agent's call records,View call los and listen to call recordings,control,TwilioAPI
14,list of agents with status:connect to Twilio API for call's info,View call los and listen to call recordings,control,TwilioAPI
15,query agent activies:list of agents with status,View call los and listen to call recordings,control,queryagentactivies
16,view agent activities link:query agent activies,View call los and listen to call recordings,control,queryagentactivies
17,stl#Manager:list of agents with status,View call los and listen to call recordings,Stimulus,undefined
18,stl#Manager:view agent activities link,View call los and listen to call recordings,Stimulus,undefined
19,stl#Manager:call detailed information,View call los and listen to call recordings,Stimulus,undefined
20,stl#Manager:call record downloaded message,View call los and listen to call recordings,Stimulus,undefined
21,stl#Twilio API:download call records,View call los and listen to call recordings,Stimulus,undefined
22,stl#Twilio API:receive call information,View call los and listen to call recordings,Stimulus,undefined
