id,path,transactional,path_length,diagram,useCase
1,search & upload->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,TRAN_NA,7,Use Case Model,Search event and upload photo
2,can't access server->Search(back-end)->Event Collection->prepare resullt->Search Result Page,TRAN_NA,5,Use Case Model,Search event and upload photo
3,can't access server->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,TRAN_NA,6,Use Case Model,Search event and upload photo
4,Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,CTRL,7,Use Case Model,Search event and upload photo
5,Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,DM,7,Use Case Model,Search event and upload photo
6,Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,EQ,7,Use Case Model,Search event and upload photo
7,Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page,INT,7,Use Case Model,Search event and upload photo
8,Actor->confirm->confirm upload->Photos in the event->failed to upload->result,CTRL,6,Use Case Model,Search event and upload photo
9,Actor->confirm->confirm upload->Photos in the event->failed to upload->result,DM,6,Use Case Model,Search event and upload photo
10,Actor->confirm->confirm upload->Photos in the event->failed to upload->result,EQ,6,Use Case Model,Search event and upload photo
11,Actor->confirm->confirm upload->Photos in the event->failed to upload->result,INT,6,Use Case Model,Search event and upload photo
12,Actor->confirm->confirm upload->Photos in the event->Upload finished->result,CTRL,6,Use Case Model,Search event and upload photo
13,Actor->confirm->confirm upload->Photos in the event->Upload finished->result,DM,6,Use Case Model,Search event and upload photo
14,Actor->confirm->confirm upload->Photos in the event->Upload finished->result,EQ,6,Use Case Model,Search event and upload photo
15,Actor->confirm->confirm upload->Photos in the event->Upload finished->result,INT,6,Use Case Model,Search event and upload photo
16,Actor->Search Result Page->Select an event->confirm,CTRL,4,Use Case Model,Search event and upload photo
17,Actor->Search Result Page->Select an event->confirm,INT,4,Use Case Model,Search event and upload photo
