"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"1","neuralnet","lasso","mmre","+",2.33922719523607,2.97668062215458,0.0083991600839916,0.00999900009999,1,-0.401277058773929
"2","neuralnet","reg_tree","mmre","-",2.33922719523607,1.78935891233926,0.0084991500849915,0.00999900009999,1,0.414371331106546
"3","neuralnet","tm1","mmre","-",2.33922719523607,0.799839276603428,0.0096990300969903,0.00999900009999,1,1.33744283253634
"4","neuralnet","ucp","mmre","+",2.33922719523607,3.06434984096208,0.0090990900909909,0.00999900009999,1,-0.454802696272275
"5","neuralnet","fp","mmre","-",2.33922719523607,1.3012480337118,0.0095990400959904,0.00999900009999,1,0.880400303383967
"6","neuralnet","cosmic","mmre","-",2.33922719523607,2.08491195030468,0.0024997500249975,0.00999900009999,0.44995500449955,0.189533153903358
"7","neuralnet","sloc","mmre","-",2.33922719523607,1.92987872986217,0.0067993200679932,0.00999900009999,1,0.32597014725385
"8","neuralnet","ln_sloc","mmre","-",2.33922719523607,0.928590127811577,0.0096990300969903,0.00999900009999,1,1.22649958136568
"9","neuralnet","step_lnr","mmre","-",2.33922719523607,2.18978166810898,0.0078992100789921,0.00999900009999,1,0.105628482603515
"10","lasso","reg_tree","mmre","-",2.97668062215458,1.78935891233926,0.0098990100989901,0.00999900009999,1,0.90594982477853
"11","lasso","tm1","mmre","-",2.97668062215458,0.799839276603428,0.00999900009999,0.00999900009999,1,1.92294888664038
"12","lasso","ucp","mmre","+",2.97668062215458,3.06434984096208,0.0098990100989901,0.00999900009999,1,-0.0554610788143942
"13","lasso","fp","mmre","-",2.97668062215458,1.3012480337118,0.00999900009999,0.00999900009999,1,1.44373811796824
"14","lasso","cosmic","mmre","-",2.97668062215458,2.08491195030468,0.00999900009999,0.00999900009999,1,0.672743721858341
"15","lasso","sloc","mmre","-",2.97668062215458,1.92987872986217,0.00999900009999,0.00999900009999,1,0.845265296997351
"16","lasso","ln_sloc","mmre","-",2.97668062215458,0.928590127811577,0.00999900009999,0.00999900009999,1,1.81061472881506
"17","lasso","step_lnr","mmre","-",2.97668062215458,2.18978166810898,0.0093990600939906,0.00999900009999,1,0.56229528251153
"18","reg_tree","tm1","mmre","-",1.78935891233926,0.799839276603428,0.0097990200979902,0.00999900009999,1,1.37369326703867
"19","reg_tree","ucp","mmre","+",1.78935891233926,3.06434984096208,0.0098990100989901,0.00999900009999,1,-0.967651860975698
"20","reg_tree","fp","mmre","-",1.78935891233926,1.3012480337118,0.0093990600939906,0.00999900009999,1,0.638665594747111
"21","reg_tree","cosmic","mmre","+",1.78935891233926,2.08491195030468,0.0095990400959904,0.00999900009999,1,-0.296366293775901
"22","reg_tree","sloc","mmre","+",1.78935891233926,1.92987872986217,0.0078992100789921,0.00999900009999,1,-0.160023633916821
"23","reg_tree","ln_sloc","mmre","-",1.78935891233926,0.928590127811577,0.0095990400959904,0.00999900009999,1,1.1972435249865
"24","reg_tree","step_lnr","mmre","+",1.78935891233926,2.18978166810898,0.000999900009999,0.00562443755624438,0.17998200179982,-0.366172764063121
"25","tm1","ucp","mmre","+",0.799839276603428,3.06434984096208,0.00999900009999,0.00999900009999,1,-1.986124379597
"26","tm1","fp","mmre","+",0.799839276603428,1.3012480337118,0.0082991700829917,0.00999900009999,1,-1.30345396052225
"27","tm1","cosmic","mmre","+",0.799839276603428,2.08491195030468,0.00999900009999,0.00999900009999,1,-1.71972127804937
"28","tm1","sloc","mmre","+",0.799839276603428,1.92987872986217,0.00999900009999,0.00999900009999,1,-1.95250997776365
"29","tm1","ln_sloc","mmre","+",0.799839276603428,0.928590127811577,0.0061993800619938,0.00999900009999,1,-0.453015394546125
"30","tm1","step_lnr","mmre","+",0.799839276603428,2.18978166810898,0.0091990800919908,0.00999900009999,1,-1.5946967981248
"31","ucp","fp","mmre","-",3.06434984096208,1.3012480337118,0.00999900009999,0.00999900009999,1,1.50896623871436
"32","ucp","cosmic","mmre","-",3.06434984096208,2.08491195030468,0.00999900009999,0.00999900009999,1,0.735025869061824
"33","ucp","sloc","mmre","-",3.06434984096208,1.92987872986217,0.00999900009999,0.00999900009999,1,0.910586692652071
"34","ucp","ln_sloc","mmre","-",3.06434984096208,0.928590127811577,0.00999900009999,0.00999900009999,1,1.87463036084892
"35","ucp","step_lnr","mmre","-",3.06434984096208,2.18978166810898,0.0096990300969903,0.00999900009999,1,0.622013526772828
"36","fp","cosmic","mmre","+",1.3012480337118,2.08491195030468,0.00999900009999,0.00999900009999,1,-0.992366964108278
