id,path,functional,transactional,path_length,diagram,useCase
1,User->Request Referral Button->display friends by organization->Friends,EI,CTRL|DM|EI,undefined,Send a referral request email,Send a referral request email
2,User->Request Referral Button->display friends by organization->Friend selection page,EQ,CTRL|INT,undefined,Send a referral request email,Send a referral request email
3,User->Request Referral Button->display friends by organization->No fried found message,EQ,CTRL|INT,undefined,Send a referral request email,Send a referral request email
4,User->Friend selection page->display message edit page->message edit page,EQ,CTRL|INT,undefined,Send a referral request email,Send a referral request email
5,User->message edit page->send email message->Email Protocol,FUNC_NA,CTRL|EXTIVK,undefined,Send a referral request email,Send a referral request email
