id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,No fried found message,boundary,0,2,Send a referral request email,Send a referral request email,
2,Email Protocol,actor,0,1,Send a referral request email,Send a referral request email,
3,send email message,control,1,1,Send a referral request email,Send a referral request email,
4,display message edit page,control,1,1,Send a referral request email,Send a referral request email,
5,message edit page,boundary,1,2,Send a referral request email,Send a referral request email,
6,Friend selection page,boundary,1,2,Send a referral request email,Send a referral request email,
7,Friends,entity,0,1,Send a referral request email,Send a referral request email,
8,display friends by organization,control,3,1,Send a referral request email,Send a referral request email,
9,Request Referral Button,boundary,1,1,Send a referral request email,Send a referral request email,
10,User,actor,4,0,Send a referral request email,Send a referral request email,
