id,element,useCase,type,component
1,User:input information invalid error message,Share Prices,boundary,Errormessageforupdatefailure
2,User:Share price button,Share Prices,control,Price
3,User:price detail input page,Share Prices,control,Price
4,Share price button:diplay price input page,Share Prices,control,Price
5,diplay price input page:price detail input page,Share Prices,control,Price
6,verify input price information:input information invalid error message,Share Prices,boundary,Errormessageforupdatefailure
7,price detail input page:verify input price information,Share Prices,control,Price
8,save input price information:profile,Share Prices,entity,profile
9,verify input price information:save input price information,Share Prices,control,Price
10,stl#User:input information invalid error message,Share Prices,Stimulus,undefined
11,stl#User:Share price button,Share Prices,Stimulus,undefined
12,stl#User:price detail input page,Share Prices,Stimulus,undefined
