id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Page of Partner Account can be suspended,Suspend Partner Account Storyboard,0,undefined,undefined
2,Administrator:Suspend succeed page,Suspend Partner Account Storyboard,0,undefined,undefined
3,Administrator:Suspend failed page,Suspend Partner Account Storyboard,0,undefined,undefined
4,Change account state:Temporary storage,Suspend Partner Account Storyboard,0,undefined,undefined
5,Change account state:Suspend succeed page,Suspend Partner Account Storyboard,0,undefined,undefined
6,Change account state:Partner Info,Suspend Partner Account Storyboard,0,undefined,undefined
7,Change account state:Email the partner,Suspend Partner Account Storyboard,0,undefined,undefined
8,Change account state:Display redemption statistics screen,Suspend Partner Account Storyboard,0,undefined,undefined
9,Chooses filtering or sorting option:Change account state,Suspend Partner Account Storyboard,0,undefined,undefined
10,Query Transaction Log and Partner Info:Change account state,Suspend Partner Account Storyboard,0,undefined,undefined
11,Chooses filtering or sorting option:Email the partner,Suspend Partner Account Storyboard,0,undefined,undefined
12,Chooses filtering or sorting option:Suspend failed page,Suspend Partner Account Storyboard,0,undefined,undefined
13,Display partner account with errors:Page of Partner Account can be suspended,Suspend Partner Account Storyboard,0,undefined,undefined
14,Display redemption statistics screen:Page of Partner Account can be suspended,Suspend Partner Account Storyboard,0,undefined,undefined
15,Leave Reemption statistics screen:Temporary storage,Suspend Partner Account Storyboard,0,undefined,undefined
16,Page of Partner Account can be suspended:Leave Reemption statistics screen,Suspend Partner Account Storyboard,0,undefined,undefined
17,Page of Partner Account can be suspended:Suspend a partner account,Suspend Partner Account Storyboard,0,undefined,undefined
18,Page of Partner Account can be suspended:Query Transaction Log and Partner Info,Suspend Partner Account Storyboard,0,undefined,undefined
19,Query Transaction Log and Partner Info:Partner Info,Suspend Partner Account Storyboard,0,undefined,undefined
20,Query Transaction Log and Partner Info:Transaction Log,Suspend Partner Account Storyboard,0,undefined,undefined
21,Query Transaction Log and Partner Info:Temporary storage,Suspend Partner Account Storyboard,0,undefined,undefined
22,Suspend a partner account:Suspend failed page,Suspend Partner Account Storyboard,0,undefined,undefined
23,Suspend a partner account:Suspend succeed page,Suspend Partner Account Storyboard,0,undefined,undefined
24,stl#Administrator:Page of Partner Account can be suspended,Suspend Partner Account Storyboard,0,undefined,undefined
25,stl#Administrator:Suspend succeed page,Suspend Partner Account Storyboard,0,undefined,undefined
26,stl#Administrator:Suspend failed page,Suspend Partner Account Storyboard,0,undefined,undefined
