id,element,useCase,type,component
1,User:follow/unfollow button,Follow/unfollow a provider,boundary,followunfollowbutton
2,User:Confirm dialog,Follow/unfollow a provider,actor,Consumer Profile
3,User:Search provide page,Follow/unfollow a provider,boundary,Provider Profile
4,Confirm dialog:Update subscription information,Follow/unfollow a provider,boundary,Rating and review information
5,Popup confirm diagram:Confirm dialog,Follow/unfollow a provider,actor,Consumer Profile
6,Display all provider based on criteria:follow/unfollow button,Follow/unfollow a provider,boundary,followunfollowbutton
7,Display all provider based on criteria:Provider,Follow/unfollow a provider,boundary,Provider Profile
8,Search provide page:Display all provider based on criteria,Follow/unfollow a provider,boundary,Provider Profile
9,Popup confirm diagram:Redirect to search page,Follow/unfollow a provider,control,$help://usecasediagram.htm
10,follow/unfollow button:Popup confirm diagram,Follow/unfollow a provider,control,$help://usecasediagram.htm
11,Redirect to search page:Search provide page,Follow/unfollow a provider,boundary,Provider Profile
12,Update subscription information:Subscription,Follow/unfollow a provider,control,Network Information
13,stl#User:follow/unfollow button,Follow/unfollow a provider,Stimulus,undefined
14,stl#User:Confirm dialog,Follow/unfollow a provider,Stimulus,undefined
15,stl#User:Search provide page,Follow/unfollow a provider,Stimulus,undefined
