id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:grayed out thread like button->User:grayed out thread like button,Like a thread or a post,CTRL,2,0,8,16
2,stl#User:post is liked message->User:post is liked message,Like a thread or a post,CTRL,2,0,11,22
3,stl#User:Invalid search input->User:Invalid search input,Like a thread or a post,CTRL,2,1,2,4
4,stl#User:thread is liked message->User:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,5,1,6.5,32.5
5,stl#User:thread is liked message->User:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input,Like a thread or a post,CTRL,6,2,5,30
6,stl#User:thread is liked message->User:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,5,1,6.5,32.5
7,stl#User:thread is liked message->User:thread is liked message->thread is liked message:validate search input->validate search input:Invalid search input,Like a thread or a post,CTRL,4,2,4,16
8,stl#User:grayed out post like button->User:grayed out post like button,Like a thread or a post,CTRL,2,0,11,22
9,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:thread,Like a thread or a post,CTRL,5,0,6.5,32.5
10,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:grayed out thread like button,Like a thread or a post,CTRL,5,0,6.5,32.5
11,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,6,0,6.8,40.8
12,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:thread is liked message,Like a thread or a post,CTRL,9,1,5.75,51.75
13,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,9,1,6.125,55.125
14,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,9,1,6.125,55.125
15,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:Invalid search input,Like a thread or a post,CTRL,8,2,5,40
16,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,6,0,6.8,40.8
17,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:post,Like a thread or a post,CTRL,5,1,6.5,32.5
18,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:grayed out post like button,Like a thread or a post,CTRL,5,1,6.5,32.5
19,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,6,1,6.2,37.2
20,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:thread is liked message,Like a thread or a post,CTRL,9,2,5.375,48.375
21,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,9,2,5.75,51.75
22,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,9,2,5.75,51.75
23,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:Invalid search input,Like a thread or a post,CTRL,8,3,4.571428571428571,36.57142857142857
24,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,6,1,6.2,37.2
25,stl#User:like post button->User:like post button->like post button:save the like status->save the like status:Like information,Like a thread or a post,CTRL,4,0,5,20
26,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:thread,Like a thread or a post,CTRL,5,0,5.75,28.75
27,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:grayed out thread like button,Like a thread or a post,CTRL,5,0,5.75,28.75
28,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,6,0,6.2,37.2
29,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:thread is liked message,Like a thread or a post,CTRL,9,1,5.375,48.375
30,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,9,1,5.75,51.75
31,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,9,1,5.75,51.75
32,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:Invalid search input,Like a thread or a post,CTRL,8,2,4.571428571428571,36.57142857142857
33,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of thread->update like number of thread:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,6,0,6.2,37.2
34,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:post,Like a thread or a post,CTRL,5,1,5.75,28.75
35,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:grayed out post like button,Like a thread or a post,CTRL,5,1,5.75,28.75
36,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,6,1,5.6,33.599999999999994
37,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:thread is liked message,Like a thread or a post,CTRL,9,2,5,45
38,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:post is liked message,Like a thread or a post,CTRL,9,2,5.375,48.375
39,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,9,2,5.375,48.375
40,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:thread is liked message->thread is liked message:validate search input->validate search input:Invalid search input,Like a thread or a post,CTRL,8,3,4.142857142857143,33.142857142857146
41,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:update like number of the post->update like number of the post:calculate points of the owner->calculate points of the owner:point,Like a thread or a post,CTRL,6,1,5.6,33.599999999999994
42,stl#User:like thread button->User:like thread button->like thread button:save the like status->save the like status:Like information,Like a thread or a post,CTRL,4,0,4,16
1,stl#User:Post comment page->User:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:error in the posted comment,Post to a specific thread on forum,CTRL,5,2,3,15
2,stl#User:Post comment page->User:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment is posted successfully message,Post to a specific thread on forum,CTRL,5,2,2.5,12.5
3,stl#User:Post comment page->User:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment is posted successfully message,Post to a specific thread on forum,EXTCLL,5,2,2.5,12.5
4,stl#User:Post comment page->User:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment is posted successfully message,Post to a specific thread on forum,INT,5,2,2.5,12.5
5,stl#User:Post comment page->User:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment,Post to a specific thread on forum,CTRL,5,1,2.5,12.5
6,stl#User:error in the posted comment->User:error in the posted comment,Post to a specific thread on forum,CTRL,2,1,4,8
7,stl#User:Forum page->User:Forum page->Forum page:query thread detail->query thread detail:thread,Post to a specific thread on forum,TRAN_NA,4,1,1.6666666666666667,6.666666666666667
8,stl#User:Forum page->User:Forum page->Forum page:query thread detail->query thread detail:load comment input field->load comment input field:like,Post to a specific thread on forum,TRAN_NA,5,3,1.25,6.25
9,stl#User:Forum page->User:Forum page->Forum page:query thread detail->query thread detail:load comment input field->load comment input field:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:error in the posted comment,Post to a specific thread on forum,TRAN_NA,8,4,2.2857142857142856,18.285714285714285
10,stl#User:Forum page->User:Forum page->Forum page:query thread detail->query thread detail:load comment input field->load comment input field:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment is posted successfully message,Post to a specific thread on forum,TRAN_NA,8,4,2,16
11,stl#User:Forum page->User:Forum page->Forum page:query thread detail->query thread detail:load comment input field->load comment input field:Post comment page->Post comment page:validate the posted comment->validate the posted comment:save comment->save comment:comment,Post to a specific thread on forum,TRAN_NA,8,3,2,16
12,stl#User:comment is posted successfully message->User:comment is posted successfully message,Post to a specific thread on forum,CTRL,2,1,2,4
13,stl#User:comment is posted successfully message->User:comment is posted successfully message,Post to a specific thread on forum,EXTCLL,2,1,2,4
14,stl#User:comment is posted successfully message->User:comment is posted successfully message,Post to a specific thread on forum,INT,2,1,2,4
1,stl#User:Point is not enough message->User:Point is not enough message,Redeem gift items,CTRL,2,1,3,6
2,stl#User:Point is not enough message->User:Point is not enough message,Redeem gift items,EXTCLL,2,1,3,6
