id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#Administrator:Comment View->Administrator:Comment View->Comment View:Update acceptance status->Update acceptance status:pend the task->pend the task:Task,Accept/Reject Comment,TRAN_NA,5,0,7,35
2,stl#Administrator:Comment View->Administrator:Comment View->Comment View:Update acceptance status->Update acceptance status:Comments,Accept/Reject Comment,TRAN_NA,4,0,8,32
3,stl#Administrator:Comment View->Administrator:Comment View->Comment View:Update acceptance status->Update acceptance status:Change the status of the task->Change the status of the task:Task,Accept/Reject Comment,TRAN_NA,5,0,5.5,27.5
4,stl#Administrator:submitted comments  screen->Administrator:submitted comments  screen->submitted comments  screen:Retrieve comment and user info->Retrieve comment and user info:User Info,Accept/Reject Comment,CTRL,4,0,7,28
5,stl#Administrator:submitted comments  screen->Administrator:submitted comments  screen->submitted comments  screen:Retrieve comment and user info->Retrieve comment and user info:Comments,Accept/Reject Comment,CTRL,4,0,10,40
6,stl#Administrator:Administrator's dashboard->Administrator:Administrator's dashboard->Administrator's dashboard:Display the submitted comments screen->Display the submitted comments screen:submitted comments  screen->submitted comments  screen:Retrieve comment and user info->Retrieve comment and user info:User Info,Accept/Reject Comment,CTRL,6,0,6.4,38.400000000000006
7,stl#Administrator:Administrator's dashboard->Administrator:Administrator's dashboard->Administrator's dashboard:Display the submitted comments screen->Display the submitted comments screen:submitted comments  screen->submitted comments  screen:Retrieve comment and user info->Retrieve comment and user info:Comments,Accept/Reject Comment,CTRL,6,0,8.2,49.199999999999996
8,stl#Administrator:Administrator's dashboard->Administrator:Administrator's dashboard->Administrator's dashboard:Display the submitted comments screen->Display the submitted comments screen:Comments,Accept/Reject Comment,CTRL,4,0,7,28
1,stl#Administrator:signup request details->Administrator:signup request details->signup request details:update user info->update user info:user info,Approve Signup,TRAN_NA,4,0,2.3333333333333335,9.333333333333334
2,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve signup requests->retrieve signup requests:signup request,Approve Signup,CTRL,4,0,4,16
3,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve signup requests->retrieve signup requests:approve sign up screen->approve sign up screen:retrieve signup requests,Approve Signup,CTRL,5,0,4,20
4,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve signup requests->retrieve signup requests:approve sign up screen->approve sign up screen:retrieve request detail->retrieve request detail:signup request details->signup request details:update user info->update user info:user info,Approve Signup,TRAN_NA,8,0,3,24
5,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve signup requests->retrieve signup requests:approve sign up screen->approve sign up screen:retrieve request detail->retrieve request detail:signup request,Approve Signup,CTRL,6,0,3.6,21.6
6,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve request detail->retrieve request detail:signup request details->signup request details:update user info->update user info:user info,Approve Signup,TRAN_NA,6,0,2.6,15.600000000000001
7,stl#Administrator:approve sign up screen->Administrator:approve sign up screen->approve sign up screen:retrieve request detail->retrieve request detail:signup request,Approve Signup,CTRL,4,0,3.3333333333333335,13.333333333333334
1,stl#Actor:dropdown settings menu->Actor:dropdown settings menu->dropdown settings menu:query projects->query projects:Projects list screen->Projects list screen:Query project detail->Query project detail:Project detail,Change Project,CTRL,6,0,8.4,50.400000000000006
2,stl#Actor:dropdown settings menu->Actor:dropdown settings menu->dropdown settings menu:query projects->query projects:Projects list screen->Projects list screen:Query project detail->Query project detail:Project,Change Project,CTRL,6,0,8.4,50.400000000000006
3,stl#Actor:dropdown settings menu->Actor:dropdown settings menu->dropdown settings menu:query projects->query projects:Project,Change Project,CTRL,4,0,7.333333333333333,29.333333333333332
4,stl#Actor:Projects list screen->Actor:Projects list screen->Projects list screen:Query project detail->Query project detail:Project detail,Change Project,CTRL,4,0,10,40
5,stl#Actor:Projects list screen->Actor:Projects list screen->Projects list screen:Query project detail->Query project detail:Project,Change Project,CTRL,4,0,10,40
6,stl#Actor:Selecting settings button->Actor:Selecting settings button->Selecting settings button:Display dropdown settings menu->Display dropdown settings menu:dropdown settings menu->dropdown settings menu:query projects->query projects:Projects list screen->Projects list screen:Query project detail->Query project detail:Project detail,Change Project,CTRL,8,0,6.571428571428571,52.57142857142857
7,stl#Actor:Selecting settings button->Actor:Selecting settings button->Selecting settings button:Display dropdown settings menu->Display dropdown settings menu:dropdown settings menu->dropdown settings menu:query projects->query projects:Projects list screen->Projects list screen:Query project detail->Query project detail:Project,Change Project,CTRL,8,0,6.571428571428571,52.57142857142857
8,stl#Actor:Selecting settings button->Actor:Selecting settings button->Selecting settings button:Display dropdown settings menu->Display dropdown settings menu:dropdown settings menu->dropdown settings menu:query projects->query projects:Project,Change Project,CTRL,6,0,5.2,31.200000000000003
9,stl#Actor:Project detail->Actor:Project detail,Change Project,CTRL,2,0,10,20
1,stl#Administrator:Project information error->Administrator:Project information error,Create New Project,CTRL,2,0,5,10
