id,element,useCase,type,component
1,Trainer:schedule update page,Update schedule,control,updaterole
2,Trainer:schedule info page,Update schedule,boundary,Homepage
3,Trainer:Invalid input schedule info,Update schedule,boundary,Invalidenteredinformation
4,Trainer:load schedule button,Update schedule,entity,cache
5,validate updated schedule info:Invalid input schedule info,Update schedule,boundary,Invalidenteredinformation
6,display update schedule page:schedule update page,Update schedule,control,updaterole
7,schedule info page:display update schedule page,Update schedule,control,updaterole
8,load schedule button:query schedule info,Update schedule,boundary,Invalidenteredinformation
9,query schedule info:schedule info page,Update schedule,boundary,Homepage
10,query schedule info:schedule,Update schedule,entity,cache
11,save updated schedule:schedule,Update schedule,entity,cache
12,validate updated schedule info:save updated schedule,Update schedule,control,updaterole
13,schedule update page:validate updated schedule info,Update schedule,boundary,Invalidenteredinformation
14,stl#Trainer:schedule update page,Update schedule,Stimulus,undefined
15,stl#Trainer:schedule info page,Update schedule,Stimulus,undefined
16,stl#Trainer:Invalid input schedule info,Update schedule,Stimulus,undefined
17,stl#Trainer:load schedule button,Update schedule,Stimulus,undefined
