id,element,useCase,type,component
1,Attendee:Home page,Register course,boundary,Payment page
2,Attendee:Payment page,Register course,boundary,Payment page
3,Attendee:registration success,Register course,boundary,Dashboard process request page
4,Attendee:Course detail page,Register course,boundary,Course detail page
5,Send out confirmation email:Email protocol,Register course,control,Trainer profile page
6,EventBrite:receive payment result,Register course,boundary,Payment page
7,EventBrite:bring up payment page,Register course,boundary,Payment page
8,setupPayment:EventBrite,Register course,boundary,Payment page
9,make payment:EventBrite,Register course,boundary,Payment page
10,Course detail page:setupPayment,Register course,boundary,Payment page
11,Course detail page:Redirect to home page,Register course,control,Order records page
12,Redirect to home page:Home page,Register course,boundary,Payment page
13,Payment page:make payment,Register course,boundary,Payment page
14,bring up payment page:Payment page,Register course,boundary,Payment page
15,Send out confirmation email:registration success,Register course,boundary,Dashboard process request page
16,receive payment result:Send out confirmation email,Register course,control,Course attendeee profile page
17,setupPayment:course,Register course,control,Course
18,stl#Attendee:Home page,Register course,Stimulus,undefined
19,stl#Attendee:Payment page,Register course,Stimulus,undefined
20,stl#Attendee:registration success,Register course,Stimulus,undefined
21,stl#Attendee:Course detail page,Register course,Stimulus,undefined
22,stl#EventBrite:receive payment result,Register course,Stimulus,undefined
23,stl#EventBrite:bring up payment page,Register course,Stimulus,undefined
