id,element,useCase,type,component
1,User:New file button,New/Open File,boundary,Buildbutton
2,User:File selector,New/Open File,boundary,openfile
3,User:open file button,New/Open File,boundary,openfile
4,File selector:open file,New/Open File,boundary,openfile
5,display file selector:File selector,New/Open File,boundary,openfile
6,New file button:create new file,New/Open File,boundary,openfile
7,create new file:file,New/Open File,boundary,openfile
8,create new file:popup parameter change dialog,New/Open File,control,changetheparametersoftheelements
9,open file button:display file selector,New/Open File,control,Emulator
10,open file:file,New/Open File,boundary,openfile
11,popup parameter change dialog:open file button,New/Open File,boundary,openfile
12,stl#User:New file button,New/Open File,Stimulus,undefined
13,stl#User:File selector,New/Open File,Stimulus,undefined
14,stl#User:open file button,New/Open File,Stimulus,undefined
