id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Logout Button->Remove session->session,EI,CTRL|DM|EI,4,undefined,1,1,1,Login/Logout,Login/Logout
2,User->Login Page->check login information->Login success message,EQ,CTRL|INT,4,undefined,1,0,1,Login/Logout,Login/Logout
3,User->Login Page->check login information->Log failture message,EQ,CTRL|INT,4,undefined,1,0,1,Login/Logout,Login/Logout
4,User->Login Page->check login information->Login Info,EI,CTRL|DM|EI,4,undefined,1,1,1,Login/Logout,Login/Logout
