id,element,useCase,type,component
1,administrator:question list,Navigate in the category list,boundary,Question Screen
2,administrator:question,Navigate in the category list,boundary,Question Screen
3,administrator:question category list,Navigate in the category list,boundary,Question Category Screen
4,administrator:shcool list,Navigate in the category list,boundary,SPSListScreen
5,administrator:survey list,Navigate in the category list,control,Survey Management
6,administrator:path list,Navigate in the category list,boundary,SPSListScreen
7,administrator:new survey button,Navigate in the category list,control,Survey Management
8,display question list:answer,Navigate in the category list,entity,answer
9,display a quesiton list of selected question type:display question list,Navigate in the category list,boundary,Question Screen
10,display a quesiton list of selected question type:question list,Navigate in the category list,boundary,Question Screen
11,question category list:display a quesiton list of selected question type,Navigate in the category list,boundary,Question Screen
12,display path list:display survey list and question list,Navigate in the category list,boundary,Question Screen
13,display path list:path list,Navigate in the category list,boundary,SPSListScreen
14,display path list:survey list,Navigate in the category list,control,Survey Management
15,shcool list:display path list,Navigate in the category list,boundary,SPSListScreen
16,display question:question,Navigate in the category list,boundary,Question Screen
17,display question:question list,Navigate in the category list,boundary,Question Screen
18,display question list:display question,Navigate in the category list,boundary,Question Screen
19,display question list:question list,Navigate in the category list,boundary,Question Screen
20,display school list:shcool list,Navigate in the category list,boundary,SPSListScreen
21,retrive school path and survey:display school list,Navigate in the category list,boundary,SPSListScreen
22,display survey list and question list:survey list,Navigate in the category list,control,Survey Management
23,new survey button:retrive school path and survey,Navigate in the category list,control,Survey Management
24,retrive school path and survey:survey list,Navigate in the category list,control,Survey Management
25,stl#administrator:question list,Navigate in the category list,Stimulus,undefined
26,stl#administrator:question,Navigate in the category list,Stimulus,undefined
27,stl#administrator:question category list,Navigate in the category list,Stimulus,undefined
28,stl#administrator:shcool list,Navigate in the category list,Stimulus,undefined
29,stl#administrator:survey list,Navigate in the category list,Stimulus,undefined
30,stl#administrator:path list,Navigate in the category list,Stimulus,undefined
31,stl#administrator:new survey button,Navigate in the category list,Stimulus,undefined
