NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Arch_Diff,SWTI,SWTII,SWTIII
1,src,142,325,0,186,0,0,0,0,0,0,0,142,0,0,0,142,2.4788732394366195,7.4,1.4788732394366197,3.880281690140845,18.343661971830986,144.1015999999998,336.3245999999996,287.68190000000027
