id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Submits a comment to an assigned task->User:Submits a comment to an assigned task->Submits a comment to an assigned task:Adds comment to the minute ->Adds comment to the minute :sends a Parse Push notification ->sends a Parse Push notification :Hompage,Send Notification,TRAN_NA,5,1,2,4,10
2,stl#User:Hompage->User:Hompage,Send Notification,CTRL;EXTCLL;INT,2,0,2,1,4
3,stl#User:Publishes a meeting ->User:Publishes a meeting ->Publishes a meeting :Publishes meeting and sends a Parse Push notification ->Publishes meeting and sends a Parse Push notification :Adds comment to the minute ->Adds comment to the minute :sends a Parse Push notification ->sends a Parse Push notification :Hompage,Send Notification,CTRL;EXTCLL;INT,6,2,2.2,5,13.200000000000001
