id,element,useCase,type,component
1,User:selects the appropriate posting,Delete Employee Account,boundary,Job Postings and Accounts Controller
2,User:Homepage,Delete Employee Account,boundary,Login Page
3,User:click delete button,Delete Employee Account,control,Review application controller
4,informs User of the successful post deletion:Homepage,Delete Employee Account,boundary,Login Page
5,archives the posting :removes the posting from online view,Delete Employee Account,control,Add new job posting page
6,click delete button:archives the posting ,Delete Employee Account,entity,Job Posting Form
7,selects the appropriate posting:archives the posting ,Delete Employee Account,entity,Job Posting Form
8,click delete button:removes the posting from online view,Delete Employee Account,control,Add new job posting page
9,removes the posting from online view:informs User of the successful post deletion,Delete Employee Account,entity,Job Posting Form
10,removes the posting from online view:posting db,Delete Employee Account,entity,Job Posting Form
11,stl#User:selects the appropriate posting,Delete Employee Account,Stimulus,undefined
12,stl#User:Homepage,Delete Employee Account,Stimulus,undefined
13,stl#User:click delete button,Delete Employee Account,Stimulus,undefined
