id,element,useCase,type,component
1,User:3D sphere view page,View 3D Viz,boundary,EditSphereView
2,User:sector label of the questions is updated,View 3D Viz,control,QuestionModel
3,User:"2D Chart View" page,View 3D Viz,boundary,2dView
4,"2D Chart View" page:query sphere data from db and display 3d sphere view page,View 3D Viz,control,CreateSphereView
5,3D sphere view page:update questions into database,View 3D Viz,control,DatabaseAdapter
6,query sphere data from db and display 3d sphere view page:3D sphere view page,View 3D Viz,boundary,EditSphereView
7,update questions into database:sector label of the questions is updated,View 3D Viz,control,QuestionModel
8,update questions into database:sphere,View 3D Viz,entity,SphereModel
9,stl#User:3D sphere view page,View 3D Viz,Stimulus,undefined
10,stl#User:sector label of the questions is updated,View 3D Viz,Stimulus,undefined
11,stl#User:"2D Chart View" page,View 3D Viz,Stimulus,undefined
