id,element,useCase,type,outboundDegree,inboundDegree
1,User:Logout Button,Logout,0,undefined,undefined
2,Clear Local Storage and Exit:Local Storage,Logout,0,undefined,undefined
3,Logout Button:Clear Local Storage and Exit,Logout,0,undefined,undefined
4,stl#User:Logout Button,Logout,0,undefined,undefined
