id,element,useCase,type,outboundDegree,inboundDegree
1,bookTickets,Use Case1,0,undefined,undefined
2,1,Use Case1,0,undefined,undefined
3,2,Use Case1,0,undefined,undefined
4,3,Use Case1,0,undefined,undefined
5,4,Use Case1,0,undefined,undefined
6,5,Use Case1,0,undefined,undefined
7,6,Use Case1,0,undefined,undefined
8,7,Use Case1,0,undefined,undefined
9,13,Use Case1,0,undefined,undefined
10,8,Use Case1,0,undefined,undefined
11,undefined,Use Case1,0,undefined,undefined
12,9,Use Case1,0,undefined,undefined
13,10,Use Case1,0,undefined,undefined
14,11,Use Case1,0,undefined,undefined
15,12,Use Case1,0,undefined,undefined
16,stl#bookTickets,Use Case1,0,undefined,undefined
17,stl#2,Use Case1,0,undefined,undefined
