id,element,useCase,type,component
1,Administrator:approve sign up screen,Approve Signup,control,submittedcommentsscreen
2,Administrator:signup request details,Approve Signup,entity,retrieverequestdetail
3,approve sign up screen:retrieve request detail,Approve Signup,entity,retrieverequestdetail
4,approve sign up screen:retrieve signup requests,Approve Signup,entity,retrieverequestdetail
5,retrieve signup requests:approve sign up screen,Approve Signup,control,submittedcommentsscreen
6,retrieve request detail:signup request,Approve Signup,entity,retrieverequestdetail
7,retrieve request detail:signup request details,Approve Signup,entity,retrieverequestdetail
8,retrieve signup requests:signup request,Approve Signup,entity,retrieverequestdetail
9,signup request details:update user info,Approve Signup,control,UserInfo
10,update user info:user info,Approve Signup,control,UserInfo
11,stl#Administrator:approve sign up screen,Approve Signup,Stimulus,undefined
12,stl#Administrator:signup request details,Approve Signup,Stimulus,undefined
