id,path,transactional,path_length,diagram,useCase
1,User->Login page->Redirect to home page->Home page,CTRL,4,Login,Login
2,User->Login page->Redirect to home page->Home page,INT,4,Login,Login
3,User->Login page->verify login information->Login invalid message,CTRL,4,Login,Login
4,User->Login page->verify login information->Login invalid message,INT,4,Login,Login
5,User->Login page->verify login information->update role->cache,CTRL,5,Login,Login
6,User->Login page->verify login information->update role->cache,DM,5,Login,Login
7,User->Login page->verify login information->update role->cache,EI,5,Login,Login
8,User->Login page->verify login information->update role->Login success information,CTRL,5,Login,Login
9,User->Login page->verify login information->update role->Login success information,INT,5,Login,Login
10,User->Login page->verify login information->user,CTRL,4,Login,Login
11,User->Login page->verify login information->user,DM,4,Login,Login
12,User->Login page->verify login information->user,EI,4,Login,Login
