id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Picture Display,boundary,0,2,Browse Event Pictures,Browse Event Pictures,
2,shows the search result,control,1,1,Browse Event Pictures,Browse Event Pictures,
3,picture,entity,1,1,Browse Event Pictures,Browse Event Pictures,
4,shows the  pictures clicked,control,1,1,Browse Event Pictures,Browse Event Pictures,
5,Search Result,boundary,1,2,Browse Event Pictures,Browse Event Pictures,
6,Search,control,1,1,Browse Event Pictures,Browse Event Pictures,
7,Hashtag input box,boundary,1,2,Browse Event Pictures,Browse Event Pictures,
8,Show hashtag text input,control,1,1,Browse Event Pictures,Browse Event Pictures,
9,Hashtag icon,boundary,1,1,Browse Event Pictures,Browse Event Pictures,
10,User,actor,4,0,Browse Event Pictures,Browse Event Pictures,
