id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Hashtag input box->Search->picture->shows the search result->Search Result,FUNC_NA,CTRL|DM|EQ|INT,6,undefined,2,1,1,Browse Event Pictures,Browse Event Pictures
2,User->Search Result->shows the  pictures clicked->Picture Display,EQ,CTRL|INT,4,undefined,1,0,1,Browse Event Pictures,Browse Event Pictures
3,User->Hashtag icon->Show hashtag text input->Hashtag input box,EQ,CTRL|INT,4,undefined,1,0,1,Browse Event Pictures,Browse Event Pictures
