id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Admin->Database button->show database info->List of tables with drop button,EQ,CTRL|INT,4,undefined,1,0,1,Clear submitted answer,Clear submitted answer
2,Admin->List of tables with drop button->drop tabl->Empty complete message,EQ,CTRL|INT,4,undefined,1,0,1,Clear submitted answer,Clear submitted answer
