id,path,transactional,path_length,diagram,useCase
1,Actor->view photo->Delete->Confirm page,CTRL,4,Use Case Model,Delete uploaded photos
2,Actor->view photo->Delete->Confirm page,INT,4,Use Case Model,Delete uploaded photos
3,Actor->My photos screen->get my upload,TRAN_NA,3,Use Case Model,Delete uploaded photos
4,Actor->My photos screen->Prepare photos->Photo Collection,CTRL,4,Use Case Model,Delete uploaded photos
5,Actor->My photos screen->Prepare photos->Photo Collection,INT,4,Use Case Model,Delete uploaded photos
6,Actor->Confirm page->Confirmed delete->my upload->Delete finished->Result,CTRL,6,Use Case Model,Delete uploaded photos
7,Actor->Confirm page->Confirmed delete->my upload->Delete finished->Result,DM,6,Use Case Model,Delete uploaded photos
8,Actor->Confirm page->Confirmed delete->my upload->Delete finished->Result,EQ,6,Use Case Model,Delete uploaded photos
9,Actor->Confirm page->Confirmed delete->my upload->Delete finished->Result,INT,6,Use Case Model,Delete uploaded photos
10,Actor->Confirm page->Confirmed delete->my upload->get my upload,TRAN_NA,5,Use Case Model,Delete uploaded photos
11,Actor->Confirm page->Confirmed delete->my upload->failed to delete->Result,CTRL,6,Use Case Model,Delete uploaded photos
12,Actor->Confirm page->Confirmed delete->my upload->failed to delete->Result,DM,6,Use Case Model,Delete uploaded photos
13,Actor->Confirm page->Confirmed delete->my upload->failed to delete->Result,EQ,6,Use Case Model,Delete uploaded photos
14,Actor->Confirm page->Confirmed delete->my upload->failed to delete->Result,INT,6,Use Case Model,Delete uploaded photos
15,Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen,CTRL,6,Use Case Model,Delete uploaded photos
16,Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen,DM,6,Use Case Model,Delete uploaded photos
17,Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen,EQ,6,Use Case Model,Delete uploaded photos
18,Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen,INT,6,Use Case Model,Delete uploaded photos
19,Actor->Photo Collection->Select a photo->view photo,CTRL,4,Use Case Model,Delete uploaded photos
20,Actor->Photo Collection->Select a photo->view photo,INT,4,Use Case Model,Delete uploaded photos
