id,element,useCase,type,component
1,User:clicks on specific chapter ,Read Bill of Rights,control,Chapter
2,User:clicks on Watch more link ,Read Bill of Rights,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
3,User:The user clicks on the Pause button listed in the video window,Read Bill of Rights,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
4,User:opens Go Grrrls App ,Read Bill of Rights,boundary,Go Grrrls App
5,User:Click on view content ,Read Bill of Rights,boundary,chapter view
6,Click on view content :Display all the chapters listed,Read Bill of Rights,control,Chapter
7,Display all the chapters listed:Display bill of rights,Read Bill of Rights,control,Bill of Rights
8,Show the home page of the app :Display all the chapters listed,Read Bill of Rights,control,Chapter
9,Display bill of rights:The video starts playing ,Read Bill of Rights,control,Video
10,clicks on specific chapter :Display bill of rights,Read Bill of Rights,control,Bill of Rights
11,opens Go Grrrls App :Show the home page of the app ,Read Bill of Rights,control,Home
12,The user clicks on the Pause button listed in the video window:The video is paused,Read Bill of Rights,control,Video
13,The video starts playing :The video is paused,Read Bill of Rights,control,Video
14,clicks on Watch more link :The video starts playing ,Read Bill of Rights,control,Video
15,stl#User:clicks on specific chapter ,Read Bill of Rights,Stimulus,undefined
16,stl#User:clicks on Watch more link ,Read Bill of Rights,Stimulus,undefined
17,stl#User:The user clicks on the Pause button listed in the video window,Read Bill of Rights,Stimulus,undefined
18,stl#User:opens Go Grrrls App ,Read Bill of Rights,Stimulus,undefined
19,stl#User:Click on view content ,Read Bill of Rights,Stimulus,undefined
