id,element,useCase,type,component
1,User:close resources,access list & status of resources,control,Resource page
2,User:Homepage,access list & status of resources,control,Send Messagepage
3,User:Chose resources,access list & status of resources,control,Resource page
4,User:Access all resources button,access list & status of resources,control,Resource Controller
5,Access all resources button:Show lists of resources,access list & status of resources,control,Resource List with Status
6,Chose resources:Show resources information,access list & status of resources,control,Resource Input page
7,Show resources information:Homepage,access list & status of resources,control,Send Messagepage
8,Show lists of resources:Show resources information,access list & status of resources,control,Resource Input page
9,close resources:Show resources information,access list & status of resources,control,Resource Input page
10,stl#User:close resources,access list & status of resources,Stimulus,undefined
11,stl#User:Homepage,access list & status of resources,Stimulus,undefined
12,stl#User:Chose resources,access list & status of resources,Stimulus,undefined
13,stl#User:Access all resources button,access list & status of resources,Stimulus,undefined
