id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Delete user info,control,2,1,Delete users,Delete users,
2,Delete user info success,boundary,0,2,Delete users,Delete users,
3,User info page,boundary,1,2,Delete users,Delete users,
4,User info,entity,0,2,Delete users,Delete users,
5,query user info,control,2,1,Delete users,Delete users,
6,User List,boundary,1,1,Delete users,Delete users,
7,User,actor,3,0,Delete users,Delete users,
