id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Actor->Photo View->User Directed to View Photo Use Case,FUNC_NA,TRAN_NA,3,undefined,1,0,1,Use Case Model,Search by Location
2,Actor->Photo Search Result List View->List Mutator->Photo Search Result List,EI,CTRL|DM|EI,4,undefined,1,1,1,Use Case Model,Search by Location
3,Actor->Location Screen->Perform Default Search->Photo Database,EI,CTRL|DM|EI,4,undefined,1,1,1,Use Case Model,Search by Location
4,Actor->Location Screen->Perform Default Search->List Mutator->Photo Search Result List,EI,CTRL|DM|EI,5,undefined,2,1,1,Use Case Model,Search by Location
5,Actor->Range Buttons(Default myhome)->Perform Select Range Search->Photo Database,EI,CTRL|DM|EI,4,undefined,1,1,1,Use Case Model,Search by Location
6,Actor->Range Buttons(Default myhome)->Perform Select Range Search->List Mutator->Photo Search Result List,EI,CTRL|DM|EI,5,undefined,2,1,1,Use Case Model,Search by Location
