id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#Case manager:security questions reset page->Case manager:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,CTRL,5,0,10.5,52.5
2,stl#Case manager:security questions reset page->Case manager:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,EXTCLL,5,0,10.5,52.5
3,stl#Case manager:security questions reset page->Case manager:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,INT,5,0,10.5,52.5
4,stl#Case manager:security questions reset page->Case manager:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:Security questions,Reset Security Questions,CTRL,5,0,13,65
5,stl#Case manager:security questions reset page->Case manager:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:invalid security questions,Reset Security Questions,CTRL,4,0,13,52
6,stl#Case manager:invalid security questions->Case manager:invalid security questions,Reset Security Questions,CTRL,2,0,13,26
7,stl#Case manager:unauthorized error message->Case manager:unauthorized error message,Reset Security Questions,CTRL,2,0,3,6
8,stl#Case manager:case management page->Case manager:case management page,Reset Security Questions,CTRL,2,0,3,6
9,stl#Case manager:case management page->Case manager:case management page,Reset Security Questions,EXTCLL,2,0,3,6
10,stl#Case manager:case management page->Case manager:case management page,Reset Security Questions,INT,2,0,3,6
11,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:unauthorized error message,Reset Security Questions,CTRL,4,0,6,24
12,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,CTRL,7,0,9.5,66.5
13,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,EXTCLL,7,0,9.5,66.5
14,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,INT,7,0,9.5,66.5
15,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:Security questions,Reset Security Questions,CTRL,7,0,11.166666666666666,78.16666666666666
16,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:invalid security questions,Reset Security Questions,CTRL,6,0,10.8,64.80000000000001
17,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:role,Reset Security Questions,CTRL,4,0,5.333333333333333,21.333333333333332
18,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:unauthorized error message,Reset Security Questions,CTRL,4,0,6,24
19,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,CTRL,7,0,9.5,66.5
20,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,EXTCLL,7,0,9.5,66.5
21,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,INT,7,0,9.5,66.5
22,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:Security questions,Reset Security Questions,CTRL,7,0,11.166666666666666,78.16666666666666
23,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:invalid security questions,Reset Security Questions,CTRL,6,0,10.8,64.80000000000001
24,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:role,Reset Security Questions,CTRL,4,0,5.333333333333333,21.333333333333332
25,stl#Administrator:security questions reset page->Administrator:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,CTRL,5,0,10.5,52.5
26,stl#Administrator:security questions reset page->Administrator:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,EXTCLL,5,0,10.5,52.5
27,stl#Administrator:security questions reset page->Administrator:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:case management page,Reset Security Questions,INT,5,0,10.5,52.5
28,stl#Administrator:security questions reset page->Administrator:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:save updated security questions->save updated security questions:Security questions,Reset Security Questions,CTRL,5,0,13,65
29,stl#Administrator:security questions reset page->Administrator:security questions reset page->security questions reset page:validate typed in security questions->validate typed in security questions:invalid security questions,Reset Security Questions,CTRL,4,0,13,52
30,stl#Administrator:unauthorized error message->Administrator:unauthorized error message,Reset Security Questions,CTRL,2,0,3,6
31,stl#Administrator:case management page->Administrator:case management page,Reset Security Questions,CTRL,2,0,3,6
32,stl#Administrator:case management page->Administrator:case management page,Reset Security Questions,EXTCLL,2,0,3,6
33,stl#Administrator:case management page->Administrator:case management page,Reset Security Questions,INT,2,0,3,6
34,stl#Administrator:invalid security questions->Administrator:invalid security questions,Reset Security Questions,CTRL,2,0,13,26
