id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Save teams data,control,2,1,Import data from csv,Import data from csv,
2,Save Volunteers data,control,2,1,Import data from csv,Import data from csv,
3,Save girls data,control,2,1,Import data from csv,Import data from csv,
4,Invalid input user information,boundary,0,4,Import data from csv,Import data from csv,
5,Process data,control,4,1,Import data from csv,Import data from csv,
6,Data format error message,boundary,0,2,Import data from csv,Import data from csv,
7,Data import page,boundary,1,2,Import data from csv,Import data from csv,
8,User info,entity,0,3,Import data from csv,Import data from csv,
9,Display data import page,control,1,1,Import data from csv,Import data from csv,
10,Date import button,boundary,1,1,Import data from csv,Import data from csv,
11,User,actor,4,0,Import data from csv,Import data from csv,
