NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,OBJ,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,0,42,11,11,0,0,0,0,0,0,0,167,11,0,3.8181818181818183,0,0,0,0,15.181818181818182,0,3.2999999999999994,0,0,11,70,28,11,11,0,167,11,11,167,3.2999999999999994,3.8181818181818183,0,0,0,0,11,0.29999999999999993,0,0,11,0,0,0,42,0,0,167,3.8181818181818183,0,0,30.363636363636363,30.363636363636363,11,0,11,11,167,3.8181818181818183,0,42
