id,element,useCase,type,component
1,User:Hashtag icon,Browse Event Pictures,boundary,Hashtagicon
2,User:Search Result,Browse Event Pictures,control,SearchResult
3,User:Hashtag input box,Browse Event Pictures,boundary,Hashtagicon
4,User:Picture Display,Browse Event Pictures,control,showsthepicturesclicked
5,Hashtag icon:Show hashtag text input,Browse Event Pictures,boundary,Hashtagicon
6,Hashtag input box:Search,Browse Event Pictures,control,SearchResult
7,Show hashtag text input:Hashtag input box,Browse Event Pictures,boundary,Hashtagicon
8,shows the  pictures clicked:Picture Display,Browse Event Pictures,control,showsthepicturesclicked
9,Search:picture,Browse Event Pictures,control,showsthepicturesclicked
10,Search Result:shows the  pictures clicked,Browse Event Pictures,control,showsthepicturesclicked
11,shows the search result:Search Result,Browse Event Pictures,control,SearchResult
12,picture:shows the search result,Browse Event Pictures,control,SearchResult
13,stl#User:Hashtag icon,Browse Event Pictures,Stimulus,undefined
14,stl#User:Search Result,Browse Event Pictures,Stimulus,undefined
15,stl#User:Hashtag input box,Browse Event Pictures,Stimulus,undefined
16,stl#User:Picture Display,Browse Event Pictures,Stimulus,undefined
17,User:user list filter box,Browse Users,boundary,User
18,User:Filtered List of Users,Browse Users,boundary,User
19,User:Query Users List Button,Browse Users,boundary,User
20,Filter users:Filtered List of Users,Browse Users,boundary,User
21,user list filter box:Filter users,Browse Users,boundary,User
22,Query Users List Button:query user list,Browse Users,boundary,User
23,query user list:User,Browse Users,boundary,User
24,query user list:user list filter box,Browse Users,boundary,User
25,stl#User:user list filter box,Browse Users,Stimulus,undefined
26,stl#User:Filtered List of Users,Browse Users,Stimulus,undefined
27,stl#User:Query Users List Button,Browse Users,Stimulus,undefined
28,Admin:System Setting Page,Change App Settings,control,System Boundary
29,Admin:Click system setting button,Change App Settings,control,System Boundary
30,Click system setting button:Load system setting page,Change App Settings,control,System Boundary
31,Load system setting page:System Setting Page,Change App Settings,control,System Boundary
32,Store System Settings:System Settings,Change App Settings,control,System Boundary
33,System Setting Page:Store System Settings,Change App Settings,control,System Boundary
34,stl#Admin:System Setting Page,Change App Settings,Stimulus,undefined
35,stl#Admin:Click system setting button,Change App Settings,Stimulus,undefined
36,User:Private Event Name and Password Input,Create Private Event,entity,Createtheprivateevent
37,User:Warning information of duplicate,Create Private Event,boundary,Warninginformationofduplicate
38,Check the presence of the event:Warning information of duplicate,Create Private Event,boundary,Warninginformationofduplicate
39,Check the presence of the event:Create the private event,Create Private Event,entity,Createtheprivateevent
40,Check the presence of the event:event,Create Private Event,entity,Createtheprivateevent
41,Private Event Name and Password Input:Check the presence of the event,Create Private Event,entity,Createtheprivateevent
42,event:Check the presence of the event,Create Private Event,entity,Createtheprivateevent
43,Create the private event:event,Create Private Event,entity,Createtheprivateevent
44,stl#User:Private Event Name and Password Input,Create Private Event,Stimulus,undefined
45,stl#User:Warning information of duplicate,Create Private Event,Stimulus,undefined
46,User:Warning Information of Duplicate,Create Public Events,boundary,Warninginformationofduplicate
47,User:Public Event Name Field,Create Public Events,control,PublicEventNameField
48,Check presence of the event:Warning Information of Duplicate,Create Public Events,boundary,Warninginformationofduplicate
49,Public Event Name Field:Check presence of the event,Create Public Events,control,SearchResult
50,Create the public event:Public Event,Create Public Events,control,PublicEventNameField
51,Public Event Name Field:Create the public event,Create Public Events,control,PublicEventNameField
52,stl#User:Warning Information of Duplicate,Create Public Events,Stimulus,undefined
53,stl#User:Public Event Name Field,Create Public Events,Stimulus,undefined
54,User:Confirm Box,Delete Event,boundary,Hashtagicon
55,User:Delete Event Button,Delete Event,boundary,DeleteEventButton
56,Close warning and delete event:Event,Delete Event,boundary,DeleteEventButton
57,Close warning and delete event:Delete Picture,Delete Event,entity,Picture
58,Confirm Box:Close warning and delete event,Delete Event,boundary,DeleteEventButton
59,Show warning of deletion:Confirm Box,Delete Event,boundary,Hashtagicon
60,Delete Event Button:Show warning of deletion,Delete Event,boundary,Warninginformationofduplicate
61,Show warning of deletion:Delete Event Button,Delete Event,boundary,DeleteEventButton
62,Delete Picture:Picture,Delete Event,entity,Picture
63,stl#User:Confirm Box,Delete Event,Stimulus,undefined
64,stl#User:Delete Event Button,Delete Event,Stimulus,undefined
65,User:Confirm Box,Delete Picture,boundary,Hashtagicon
66,User:Delete Button,Delete Picture,boundary,DeleteEventButton
67,Confirm Box:close the prompt and delete the picture,Delete Picture,entity,Picture
68,Shows confirm prompt:Confirm Box,Delete Picture,boundary,Hashtagicon
69,close the prompt and delete the picture:Confirm Box,Delete Picture,boundary,Hashtagicon
70,Delete Button:Shows confirm prompt,Delete Picture,boundary,Hashtagicon
71,close the prompt and delete the picture:Picture,Delete Picture,entity,Picture
72,stl#User:Confirm Box,Delete Picture,Stimulus,undefined
73,stl#User:Delete Button,Delete Picture,Stimulus,undefined
74,Admin:Click the number of pictures posted per month,Generate Statistics Report,boundary,Clickthenumberofpicturespostedpermonth
75,Admin:The number of pictures per month,Generate Statistics Report,boundary,Clickthenumberofpicturespostedpermonth
76,Click the number of pictures posted per month:Search pictures posted in the month,Generate Statistics Report,boundary,Clickthenumberofpicturespostedpermonth
77,Search pictures posted in the month:Pictures,Generate Statistics Report,boundary,Clickthenumberofpicturespostedpermonth
78,Search pictures posted in the month:The number of pictures per month,Generate Statistics Report,boundary,Clickthenumberofpicturespostedpermonth
79,stl#Admin:Click the number of pictures posted per month,Generate Statistics Report,Stimulus,undefined
80,stl#Admin:The number of pictures per month,Generate Statistics Report,Stimulus,undefined
81,User:The total number of likes,Like Picture,boundary,Thetotalnumberoflikes
82,User:Heart Icon on a picture,Like Picture,boundary,Hashtagicon
83,Heart Icon on a picture:Store the like information,Like Picture,boundary,Warninginformationofduplicate
84,Store the like information:Like Information,Like Picture,boundary,Warninginformationofduplicate
85,Store the like information:The total number of likes,Like Picture,boundary,Thetotalnumberoflikes
86,stl#User:The total number of likes,Like Picture,Stimulus,undefined
87,stl#User:Heart Icon on a picture,Like Picture,Stimulus,undefined
88,Check username and password:Facebook Service,Login,control,User
89,User:App Main Page,Login,boundary,AppMainPage
90,User:Login Page,Login,boundary,AppMainPage
91,Check username and password:App Main Page,Login,boundary,AppMainPage
92,Check username and password:User,Login,control,User
93,Check username and password:Login Page,Login,boundary,AppMainPage
94,Login Page:Check username and password,Login,control,User
95,stl#User:App Main Page,Login,Stimulus,undefined
96,stl#User:Login Page,Login,Stimulus,undefined
97,User:Logout Button,Logout,boundary,DeleteEventButton
98,Clear Local Storage and Exit:Local Storage,Logout,control,ClearLocalStorageandExit
99,Logout Button:Clear Local Storage and Exit,Logout,control,ClearLocalStorageandExit
100,stl#User:Logout Button,Logout,Stimulus,undefined
101,User:Options to post,Post Picture,control,Optionstopost
102,User:Camera Icon,Post Picture,boundary,Hashtagicon
103,User:gallery application,Post Picture,boundary,Warninginformationofduplicate
104,User:Camera App,Post Picture,boundary,AppMainPage
105,Camera App:opens up the gallery application,Post Picture,boundary,Warninginformationofduplicate
106,Camera App:Event and caption Input,Post Picture,boundary,DeleteEventButton
107,Camera App:show picture and options to post nearby or to an event,Post Picture,control,Optionstopost
108,Launch Camera Application:Camera App,Post Picture,boundary,AppMainPage
109,Camera Icon:Launch Camera Application,Post Picture,boundary,Warninginformationofduplicate
110,Event and caption Input:show a text box for user to input event name,Post Picture,entity,textboxforusertoinputname
111,Event and caption Input:store picture in the event,Post Picture,boundary,DeleteEventButton
112,shows the picture and text box for caption:Event and caption Input,Post Picture,boundary,DeleteEventButton
113,Options to post:retrive user's location and posts the picture at location,Post Picture,control,Optionstopost
114,show picture and options to post nearby or to an event:Options to post,Post Picture,control,Optionstopost
115,store picture in the event:Picture,Post Picture,control,Picture
116,retrive user's location and posts the picture at location:Picture,Post Picture,control,Picture
117,gallery application:shows the picture and text box for caption,Post Picture,control,Picture
118,opens up the gallery application:gallery application,Post Picture,boundary,Warninginformationofduplicate
119,show a text box for user to input event name:text box for user to input name,Post Picture,entity,textboxforusertoinputname
120,text box for user to input name:store picture in the event,Post Picture,control,Picture
121,stl#User:Options to post,Post Picture,Stimulus,undefined
122,stl#User:Camera Icon,Post Picture,Stimulus,undefined
123,stl#User:gallery application,Post Picture,Stimulus,undefined
124,stl#User:Camera App,Post Picture,Stimulus,undefined
125,User:Register Page,Register,boundary,AppMainPage
126,User:Warning Invalid Information,Register,boundary,Warninginformationofduplicate
127,Check User Information:Warning Invalid Information,Register,boundary,Warninginformationofduplicate
128,Check User Information:User,Register,entity,textboxforusertoinputname
129,Register Page:Check User Information,Register,boundary,Warninginformationofduplicate
130,stl#User:Register Page,Register,Stimulus,undefined
131,stl#User:Warning Invalid Information,Register,Stimulus,undefined
132,User:Report icon on the picture,Report Picture - Submit,control,Picture
133,User:report confirm dialog,Report Picture - Submit,entity,reportconfirmdialog
134,Report icon on the picture:prompot confirm,Report Picture - Submit,entity,reportconfirmdialog
135,prompot confirm:Report icon on the picture,Report Picture - Submit,control,Picture
136,prompot confirm:report confirm dialog,Report Picture - Submit,entity,reportconfirmdialog
137,report confirm dialog:store report information,Report Picture - Submit,entity,reportconfirmdialog
138,store report information:report information,Report Picture - Submit,entity,reportconfirmdialog
139,stl#User:Report icon on the picture,Report Picture - Submit,Stimulus,undefined
140,stl#User:report confirm dialog,Report Picture - Submit,Stimulus,undefined
