id,element,useCase,type,component
1,User:Homepage,Checkout,boundary,Homepage
2,User:Checkout  page,Checkout,boundary,Homepage
3,Checkout  page:Checkout data,Checkout,control,Sensor Data Export File
4,Confirmation page:Checkout  page,Checkout,boundary,Homepage
5,Checkout data:Confirmation page,Checkout,control,Product Configuration
6,Confirmation page:Homepage,Checkout,boundary,Homepage
7,stl#User:Homepage,Checkout,Stimulus,undefined
8,stl#User:Checkout  page,Checkout,Stimulus,undefined
9,User:Configure data service page,Configure Data Service,boundary,Data Service Configuration Form
10,User:Homepage,Configure Data Service,boundary,Homepage
11, choose the service  to configure:Confirmation page,Configure Data Service,control,Product Configuration
12,Configure data service page: choose the service  to configure,Configure Data Service,boundary,Data Service Configuration Form
13,Confirmation page:Configure data service page,Configure Data Service,boundary,Data Service Configuration Form
14,Confirmation page:Homepage,Configure Data Service,boundary,Homepage
15,stl#User:Configure data service page,Configure Data Service,Stimulus,undefined
16,stl#User:Homepage,Configure Data Service,Stimulus,undefined
17,User:Homepage,Create Account,boundary,Homepage
18,User:Create account  page,Create Account,entity,User Account
19,Confirmation page:Homepage,Create Account,boundary,Homepage
20,Confirmation page:Create account  page,Create Account,entity,User Account
21,validate account information :Confirmation page,Create Account,control,Product Configuration
22,Create  account information:validate account information ,Create Account,boundary,Data Service Configuration Form
23,Create account  page:Create  account information,Create Account,boundary,Data Service Configuration Form
24,stl#User:Homepage,Create Account,Stimulus,undefined
25,stl#User:Create account  page,Create Account,Stimulus,undefined
26,User:Customize  Data serivce page,Customize Data Service Subscription Notification,boundary,Homepage
27,User:Homepage,Customize Data Service Subscription Notification,boundary,Homepage
28,Confirmation page:Homepage,Customize Data Service Subscription Notification,boundary,Homepage
29,Confirmation page:Customize  Data serivce page,Customize Data Service Subscription Notification,boundary,Homepage
30,Customize data:Confirmation page,Customize Data Service Subscription Notification,control,Product Configuration
31,Customize  Data serivce page:Customize data,Customize Data Service Subscription Notification,control,Sensor Data Export File
32,stl#User:Customize  Data serivce page,Customize Data Service Subscription Notification,Stimulus,undefined
33,stl#User:Homepage,Customize Data Service Subscription Notification,Stimulus,undefined
34,User:Export data file  page,Export Data File,control,Sensor Data Export File
35,User:Homepage,Export Data File,boundary,Homepage
36,Confirmation page:Export data file  page,Export Data File,control,Sensor Data Export File
37,Confirmation page:Homepage,Export Data File,boundary,Homepage
38,source of information exported into a file.:Confirmation page,Export Data File,control,Product Configuration
39,Export data file  page:source of information exported into a file.,Export Data File,control,Sensor Data Export File
40,stl#User:Export data file  page,Export Data File,Stimulus,undefined
41,stl#User:Homepage,Export Data File,Stimulus,undefined
42,User:Login page,Login,boundary,Homepage
43,User:Homepage,Login,boundary,Homepage
44,Confirmation page :Homepage,Login,boundary,Homepage
45,Confirmation page :Login page,Login,boundary,Homepage
46,Validate usename and password:Confirmation page ,Login,control,Product Configuration
47,Login page:Validate usename and password,Login,control,Sensor Data Export File
48,stl#User:Login page,Login,Stimulus,undefined
49,stl#User:Homepage,Login,Stimulus,undefined
50,User:Homepage,Logout,boundary,Homepage
51,User:Logout page,Logout,boundary,Homepage
52,Confirmation page :Logout page,Logout,boundary,Homepage
53,Confirmation page :Homepage,Logout,boundary,Homepage
54,Validate usename and password:Confirmation page ,Logout,control,Product Configuration
55,Logout page:Validate usename and password,Logout,control,Sensor Data Export File
56,stl#User:Homepage,Logout,Stimulus,undefined
57,stl#User:Logout page,Logout,Stimulus,undefined
58,User:Homepage,Manage Data,boundary,Homepage
59,User:Manage  data page,Manage Data,boundary,Homepage
60,Confirmation page:Homepage,Manage Data,boundary,Homepage
61,Confirmation page:Manage  data page,Manage Data,boundary,Homepage
62,chooses the type of management for data:Confirmation page,Manage Data,control,Product Configuration
63,Manage  data page:chooses the type of management for data,Manage Data,control,Sensor Data Export File
64,stl#User:Homepage,Manage Data,Stimulus,undefined
65,stl#User:Manage  data page,Manage Data,Stimulus,undefined
66,User:Homepage,Receive Notification for Subscribed Data Service,boundary,Homepage
67,User:Receive notification  page,Receive Notification for Subscribed Data Service,boundary,Data Service Configuration Form
68,Confirmation page:Receive notification  page,Receive Notification for Subscribed Data Service,boundary,Data Service Configuration Form
69,Confirmation page:Homepage,Receive Notification for Subscribed Data Service,boundary,Homepage
70,validate data services:Confirmation page,Receive Notification for Subscribed Data Service,control,Product Configuration
71,Receive notification  page:stores the data into the database,Receive Notification for Subscribed Data Service,control,Web based product configurator and data service system
72,validate data services:data services db,Receive Notification for Subscribed Data Service,boundary,Data Service Configuration Form
73,stores the data into the database:validate data services,Receive Notification for Subscribed Data Service,boundary,Data Service Configuration Form
74,stl#User:Homepage,Receive Notification for Subscribed Data Service,Stimulus,undefined
75,stl#User:Receive notification  page,Receive Notification for Subscribed Data Service,Stimulus,undefined
76,User:Homepage,Receive Notification of Completion of Configuration by Email,boundary,Homepage
77,User:Receive  Data  page,Receive Notification of Completion of Configuration by Email,boundary,Homepage
