id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,save replied message,control,1,1,Private Message - Florist,Private Message - Florist,
2,reply input panel,boundary,1,2,Private Message - Florist,Private Message - Florist,
3,display comment input panel,control,2,1,Private Message - Florist,Private Message - Florist,
4,unread message,boundary,1,2,Private Message - Florist,Private Message - Florist,
5,message,entity,0,3,Private Message - Florist,Private Message - Florist,
6,display unread message,control,2,1,Private Message - Florist,Private Message - Florist,
7,dashboard page,boundary,1,1,Private Message - Florist,Private Message - Florist,
8,customer,actor,3,0,Private Message - Florist,Private Message - Florist,
