id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,User,0,0,0,0,0,0
2,photolist,0,0,345,0,0,0
3,canceldeletion,0,0,0,0,0,0
4,Searchbox,0,0,0,0,0,0
5,Adminpage,0,0,0,0,0,0
6,Account,0,0,0,0,0,0
7,event,0,0,0,0,0,0
8,SignupScreen,0,0,0,0,0,0
9,Profile,0,0,0,0,0,0
10,Result,0,0,0,0,0,0
11,myupload,0,0,0,0,0,0
12,DisplaypoppAuthenticationFailedonLogInScreen,0,0,0,0,0,0
13,confirm,0,0,0,0,0,0
14,RangeButtonsDefaultmyhome,0,0,0,0,0,0
15,cameraroll,0,0,0,0,0,0
16,HandlePasswordError,0,0,0,0,0,0
