id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,delete website,control,1,1,Delete a website,Delete a website,
2,confirm dialog,boundary,2,2,Delete a website,Delete a website,
3,display confirm tab,control,2,1,Delete a website,Delete a website,
4,List of websites,boundary,1,3,Delete a website,Delete a website,
5,websites,entity,0,3,Delete a website,Delete a website,
6,query crawling list of websites,control,2,1,Delete a website,Delete a website,
7,websites tab,boundary,1,1,Delete a website,Delete a website,
8,Contractor,actor,3,0,Delete a website,Delete a website,
