id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Picture restore button->Restore reported picture->Report,EI,CTRL|DM|EI,4,undefined,1,1,1,Restore Reported Picture,Restore Reported Picture
