id,element,useCase,type,component
1,User:Homepage,send message,control,Send Messagepage
2,User:Input message,send message,control,Resource Input page
3,User:send message page,send message,control,Send Messagepage
4,User:Input message,send message,control,Resource Input page
5,Display confirmation page:Homepage,send message,control,Send Messagepage
6,Input message:Display confirmation page,send message,control,Notification message
7,Input message:Display confirmation page,send message,control,Notification message
8,send message page:Display confirmation page,send message,control,Notification message
9,stl#User:Homepage,send message,Stimulus,undefined
10,stl#User:Input message,send message,Stimulus,undefined
11,stl#User:send message page,send message,Stimulus,undefined
12,stl#User:Input message,send message,Stimulus,undefined
