NUM, UC, total_links, actor_num, boundary_num, control_num, entity_num, element_num, DM, INT, CTRL, EXTIVK, EXTCLL, TRAN_NA, NT, EI, EO, EQ, FUNC_NA, FN, average_degree,average_path_length,ArchDiff,PathNum
1,start a thread,14,1,5,4,1,11,4,1,5,0,0,0,5,1,0,0,0,0,1.2727272727272727,5,6.363636363636363,5
2,Search the forum,13,1,4,3,1,9,3,1,4,0,0,0,4,1,0,0,0,0,1.4444444444444444,4.5,6.5,4
3,Like a thread or a post,21,1,6,4,4,15,12,10,22,0,0,0,22,10,0,0,0,0,1.4,5.454545454545454,7.636363636363635,22
4,Unlike a thread or a post,20,1,6,4,4,15,12,10,22,0,0,0,22,10,0,0,0,0,1.3333333333333333,5.454545454545454,7.272727272727272,22
5,View the forum,10,1,3,2,2,8,2,2,4,0,0,0,4,2,0,0,0,0,1.25,4.5,5.625,4
6,Post to a specific thread on forum,13,1,4,4,2,11,3,2,5,0,0,0,5,2,0,0,0,0,1.1818181818181819,4.8,5.672727272727273,5
7,Redeem gift items,16,1,4,5,2,12,3,4,7,0,0,0,7,4,0,0,0,0,1.3333333333333333,5,6.666666666666666,7
8,View the leaderboard,13,1,4,2,1,8,3,1,4,0,0,0,4,1,0,0,0,0,1.625,5,8.125,4
9,Update his/her profile,16,1,5,4,1,11,4,3,7,0,0,0,7,3,0,0,0,0,1.4545454545454546,4,5.818181818181818,7
