id,path,transactional,path_length,diagram,useCase
1,taker->tour search criteria page->retrieve tour->tour info,CTRL,4,Search for a tour,Search for a tour
2,taker->tour search criteria page->retrieve tour->tour info,DM,4,Search for a tour,Search for a tour
3,taker->tour search criteria page->retrieve tour->tour info,EI,4,Search for a tour,Search for a tour
4,taker->tour search criteria page->retrieve tour->list of tours,CTRL,4,Search for a tour,Search for a tour
5,taker->tour search criteria page->retrieve tour->list of tours,INT,4,Search for a tour,Search for a tour
6,taker->tour search criteria page->retrieve tour->retrieve nearby tours->list of tours,CTRL,5,Search for a tour,Search for a tour
7,taker->tour search criteria page->retrieve tour->retrieve nearby tours->list of tours,INT,5,Search for a tour,Search for a tour
8,taker->tour search criteria page->retrieve tour->retrieve nearby tours->tour info,CTRL,5,Search for a tour,Search for a tour
9,taker->tour search criteria page->retrieve tour->retrieve nearby tours->tour info,DM,5,Search for a tour,Search for a tour
10,taker->tour search criteria page->retrieve tour->retrieve nearby tours->tour info,EI,5,Search for a tour,Search for a tour
