id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:User'session is alreayd deactivated->User:User'session is alreayd deactivated,logout,CTRL;EXTCLL;INT,2,0,6,1,12
2,stl#User:Logout Button->User:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:User'session is alreayd deactivated,logout,TRAN_NA,4,1,5,3,20
3,stl#User:Logout Button->User:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:User Info,logout,TRAN_NA,4,2,3.6666666666666665,3,14.666666666666666
4,stl#User:Logout Button->User:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Redirect the user to the login page->Redirect the user to the login page:Login page,logout,TRAN_NA,5,1,4.25,4,21.25
5,stl#User:Logout Button->User:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session,logout,TRAN_NA,5,1,4.5,4,22.5
6,stl#User:Logout Button->User:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Invalid username and password message,logout,TRAN_NA,4,1,4,3,16
7,stl#User:Invalid username and password message->User:Invalid username and password message,logout,CTRL,2,0,3,1,6
8,stl#User:Login page->User:Login page,logout,CTRL;EXTCLL;INT,2,0,4,1,8
9,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:User'session is alreayd deactivated,logout,CTRL;EXTCLL;INT,4,0,3.3333333333333335,3,13.333333333333334
10,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:User Info,logout,CTRL;EXTCLL;DM;EI,4,1,2,3,8
11,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Redirect the user to the login page->Redirect the user to the login page:Login page,logout,TRAN_NA,5,0,3,4,15
12,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Logout Button,logout,TRAN_NA,6,0,3.8,5,22.799999999999997
13,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:User'session is alreayd deactivated,logout,TRAN_NA,6,0,3.8,5,22.799999999999997
14,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:User Info,logout,TRAN_NA,6,1,3,5,18
15,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Redirect the user to the login page->Redirect the user to the login page:Login page,logout,TRAN_NA,7,0,3.5,6,24.5
16,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Logout Button->Logout Button:deactivate the user's session->deactivate the user's session:Invalid username and password message,logout,TRAN_NA,6,0,3.2,5,19.200000000000003
17,stl#Timer:idle for 30 or more minutes->Timer:idle for 30 or more minutes->idle for 30 or more minutes:deactivate the user's session->deactivate the user's session:Invalid username and password message,logout,CTRL,4,0,2.3333333333333335,3,9.333333333333334
