id,path,transactional,path_length,diagram,useCase
1,Admin->Select attendance button->Display attendance page->attendance,CTRL,4,Export attendance,Export attendance
2,Admin->Select attendance button->Display attendance page->attendance,DM,4,Export attendance,Export attendance
3,Admin->Select attendance button->Display attendance page->attendance,EI,4,Export attendance,Export attendance
4,Admin->Select attendance button->Display attendance page->Attendance page,CTRL,4,Export attendance,Export attendance
5,Admin->Select attendance button->Display attendance page->Attendance page,INT,4,Export attendance,Export attendance
6,Admin->Attendance page->display type of attendance for export->attendance,CTRL,4,Export attendance,Export attendance
7,Admin->Attendance page->display type of attendance for export->attendance,DM,4,Export attendance,Export attendance
8,Admin->Attendance page->display type of attendance for export->attendance,EI,4,Export attendance,Export attendance
9,Admin->Attendance page->display type of attendance for export->Types of attendance,CTRL,4,Export attendance,Export attendance
10,Admin->Attendance page->display type of attendance for export->Types of attendance,INT,4,Export attendance,Export attendance
11,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,CTRL,5,Export attendance,Export attendance
12,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,DM,5,Export attendance,Export attendance
13,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,EI,5,Export attendance,Export attendance
14,Admin->Types of attendance->export data to csv file->Select file location to save->Data export success message,CTRL,5,Export attendance,Export attendance
15,Admin->Types of attendance->export data to csv file->Select file location to save->Data export success message,INT,5,Export attendance,Export attendance
16,Staff->Attendance page->display type of attendance for export->attendance,CTRL,4,Export attendance,Export attendance
17,Staff->Attendance page->display type of attendance for export->attendance,DM,4,Export attendance,Export attendance
18,Staff->Attendance page->display type of attendance for export->attendance,EI,4,Export attendance,Export attendance
19,Staff->Attendance page->display type of attendance for export->Types of attendance,CTRL,4,Export attendance,Export attendance
20,Staff->Attendance page->display type of attendance for export->Types of attendance,INT,4,Export attendance,Export attendance
21,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,CTRL,5,Export attendance,Export attendance
22,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,DM,5,Export attendance,Export attendance
23,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,EI,5,Export attendance,Export attendance
24,Staff->Types of attendance->export data to csv file->Select file location to save->Data export success message,CTRL,5,Export attendance,Export attendance
25,Staff->Types of attendance->export data to csv file->Select file location to save->Data export success message,INT,5,Export attendance,Export attendance
