id,path,transactional,path_length,diagram,useCase
1,contractor->player detail page->add player->player,CTRL,4,Add a new player,Add a new player
2,contractor->player detail page->add player->player,DM,4,Add a new player,Add a new player
3,contractor->player detail page->add player->player,EI,4,Add a new player,Add a new player
4,contractor->players tab->query crawling list of players->all players list,CTRL,4,Add a new player,Add a new player
5,contractor->players tab->query crawling list of players->all players list,INT,4,Add a new player,Add a new player
6,contractor->players tab->query crawling list of players->player,CTRL,4,Add a new player,Add a new player
7,contractor->players tab->query crawling list of players->player,DM,4,Add a new player,Add a new player
8,contractor->players tab->query crawling list of players->player,EI,4,Add a new player,Add a new player
9,contractor->all players list->query attribute list of a player->player detail page,CTRL,4,Add a new player,Add a new player
10,contractor->all players list->query attribute list of a player->player detail page,INT,4,Add a new player,Add a new player
11,contractor->all players list->query attribute list of a player->player,CTRL,4,Add a new player,Add a new player
12,contractor->all players list->query attribute list of a player->player,DM,4,Add a new player,Add a new player
13,contractor->all players list->query attribute list of a player->player,EI,4,Add a new player,Add a new player
