id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Duplicate attendance information,EQ,CTRL|INT,5,undefined,2,0,1,Record attendance,Record attendance
2,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Attendance Detail,EI,CTRL|DM|EI,5,undefined,2,1,1,Record attendance,Record attendance
3,Volunteer coach->Enter attendance detail page->validate input attendance info->Invalid input attendance information,EQ,CTRL|INT,4,undefined,1,0,1,Record attendance,Record attendance
4,Volunteer coach->Login page->validate login information->Login,EI,CTRL|DM|EI,4,undefined,1,1,1,Record attendance,Record attendance
5,Volunteer coach->Login page->validate login information->Enter attendance detail page,EQ,CTRL|INT,4,undefined,1,0,1,Record attendance,Record attendance
