id,element,useCase,type,component
1,Valet:checked in by another valet,Check in as valet,entity,Valet Check In
2,Valet:Confirmation request dialog,Check in as valet,entity,Valet Request
3,Valet:venue list,Check in as valet,entity,venue
4,Valet:Queue screen,Check in as valet,entity,Valet Request
5,Valet:Server error message,Check in as valet,control,systemerrorwhenconnectingserver
6,Valet:inactive employee,Check in as valet,control,systemerrorwhenconnectingserver
7,Confirmation request dialog:Save acceptance,Check in as valet,control,GooglePlacesAPI
8,Confirmation request dialog:navigate to queue screen,Check in as valet,entity,Valet Request
9,navigate to queue screen:Queue screen,Check in as valet,entity,Valet Request
10,Redirect to venue list:venue list,Check in as valet,entity,venue
11,checked in by another valet:Redirect to venue list,Check in as valet,entity,venue
12,Save acceptance:venue,Check in as valet,entity,venue
13,Save acceptance:display server error message,Check in as valet,control,systemerrorwhenconnectingserver
14,Save acceptance:valet,Check in as valet,boundary,Valet
15,display server error message:Server error message,Check in as valet,control,systemerrorwhenconnectingserver
16,check if active:check if venue is checked in,Check in as valet,entity,Valet Check In
17,check if active:valet,Check in as valet,boundary,Valet
18,check if active:inactive employee,Check in as valet,control,systemerrorwhenconnectingserver
19,venue list:check if active,Check in as valet,entity,Valet Check In
20,check if venue is checked in:venue,Check in as valet,entity,venue
21,check if venue is checked in:checked in by another valet,Check in as valet,entity,Valet Check In
22,stl#Valet:checked in by another valet,Check in as valet,Stimulus,undefined
23,stl#Valet:Confirmation request dialog,Check in as valet,Stimulus,undefined
24,stl#Valet:venue list,Check in as valet,Stimulus,undefined
25,stl#Valet:Queue screen,Check in as valet,Stimulus,undefined
26,stl#Valet:Server error message,Check in as valet,Stimulus,undefined
27,stl#Valet:inactive employee,Check in as valet,Stimulus,undefined
