id, element_name, attribute_num,operation_num
EAID_B03E4BB9_7E35_406a_A5AB_BE1E1A6D9FC4,Domain Model,0,0,0
EAID_68A38585_FCA3_4c65_9077_90FCCE41F41F,Domain Objects,0,0,33
