id,element,useCase,type,component
1,Administrator:invalid answer for security question,Reset Password,boundary,Security Question
2,Administrator:case management page,Reset Password,boundary,Case Manager
3,Administrator:reset page,Reset Password,boundary,Case Manager
4,Administrator:Reset password button,Reset Password,control,Password
5,Administrator:unauthorized error message,Reset Password,entity,Manager
6,Case Manager:reset page,Reset Password,boundary,Case Manager
7,Case Manager:Reset password button,Reset Password,control,Password
8,Case Manager:invalid answer for security question,Reset Password,boundary,Security Question
9,Case Manager:case management page,Reset Password,boundary,Case Manager
10,Case Manager:unauthorized error message,Reset Password,entity,Manager
11,Reset password button:validate role of user,Reset Password,control,Limited_User
12,reset new password:User,Reset Password,entity,Users
13,reset new password:case management page,Reset Password,boundary,Case Manager
14,validate answer of security question:invalid answer for security question,Reset Password,boundary,Security Question
15,validate answer of security question:reset new password,Reset Password,control,Password
16,reset page:validate answer of security question,Reset Password,boundary,Security Question
17,validate role of user:reset page,Reset Password,boundary,Case Manager
18,validate role of user:role,Reset Password,entity,Groups
19,validate role of user:unauthorized error message,Reset Password,entity,Manager
20,stl#Administrator:invalid answer for security question,Reset Password,Stimulus,undefined
21,stl#Administrator:case management page,Reset Password,Stimulus,undefined
22,stl#Administrator:reset page,Reset Password,Stimulus,undefined
23,stl#Administrator:Reset password button,Reset Password,Stimulus,undefined
24,stl#Administrator:unauthorized error message,Reset Password,Stimulus,undefined
25,stl#Case Manager:reset page,Reset Password,Stimulus,undefined
26,stl#Case Manager:Reset password button,Reset Password,Stimulus,undefined
27,stl#Case Manager:invalid answer for security question,Reset Password,Stimulus,undefined
28,stl#Case Manager:case management page,Reset Password,Stimulus,undefined
29,stl#Case Manager:unauthorized error message,Reset Password,Stimulus,undefined
