id,path,transactional,path_length,diagram,useCase
1,User->Logout Button->Remove session->session,CTRL,4,Login/Logout,Login/Logout
2,User->Logout Button->Remove session->session,DM,4,Login/Logout,Login/Logout
3,User->Logout Button->Remove session->session,EI,4,Login/Logout,Login/Logout
4,User->Login Page->check login information->Login success message,CTRL,4,Login/Logout,Login/Logout
5,User->Login Page->check login information->Login success message,INT,4,Login/Logout,Login/Logout
6,User->Login Page->check login information->Log failture message,CTRL,4,Login/Logout,Login/Logout
7,User->Login Page->check login information->Log failture message,INT,4,Login/Logout,Login/Logout
8,User->Login Page->check login information->Login Info,CTRL,4,Login/Logout,Login/Logout
9,User->Login Page->check login information->Login Info,DM,4,Login/Logout,Login/Logout
10,User->Login Page->check login information->Login Info,EI,4,Login/Logout,Login/Logout
11,User->forget password button->display forgot password page->forgot password page,CTRL,4,Forgets password,Forgets password
12,User->forget password button->display forgot password page->forgot password page,INT,4,Forgets password,Forgets password
13,User->forgot password page->send reset link by email->Email Protocol,CTRL,4,Forgets password,Forgets password
14,User->forgot password page->send reset link by email->Email Protocol,EXTIVK,4,Forgets password,Forgets password
15,User->forgot password page->reset password->password reset success message,CTRL,4,Forgets password,Forgets password
16,User->forgot password page->reset password->password reset success message,INT,4,Forgets password,Forgets password
17,User->forgot password page->reset password->Login Info,CTRL,4,Forgets password,Forgets password
18,User->forgot password page->reset password->Login Info,DM,4,Forgets password,Forgets password
19,User->forgot password page->reset password->Login Info,EI,4,Forgets password,Forgets password
20,User->User add button->display user add page->User add page,CTRL,4,Add users,Add users
21,User->User add button->display user add page->User add page,INT,4,Add users,Add users
22,User->User add page->save user information->User info,CTRL,4,Add users,Add users
23,User->User add page->save user information->User info,DM,4,Add users,Add users
24,User->User add page->save user information->User info,EI,4,Add users,Add users
25,User->User add page->save user information->save user information success message,CTRL,4,Add users,Add users
26,User->User add page->save user information->save user information success message,INT,4,Add users,Add users
27,User->User info page->Delete user info->User info,CTRL,4,Delete users,Delete users
28,User->User info page->Delete user info->User info,DM,4,Delete users,Delete users
29,User->User info page->Delete user info->User info,EI,4,Delete users,Delete users
30,User->User info page->Delete user info->Delete user info success,CTRL,4,Delete users,Delete users
31,User->User info page->Delete user info->Delete user info success,INT,4,Delete users,Delete users
32,User->User List->query user info->User info page,CTRL,4,Delete users,Delete users
33,User->User List->query user info->User info page,INT,4,Delete users,Delete users
34,User->User List->query user info->User info,CTRL,4,Delete users,Delete users
35,User->User List->query user info->User info,DM,4,Delete users,Delete users
36,User->User List->query user info->User info,EI,4,Delete users,Delete users
37,User->User info page->Save modified user info->Save user info success message,CTRL,4,Modify user information,Modify user information
38,User->User info page->Save modified user info->Save user info success message,INT,4,Modify user information,Modify user information
39,User->User info page->Save modified user info->Invalid input user information,CTRL,4,Modify user information,Modify user information
40,User->User info page->Save modified user info->Invalid input user information,INT,4,Modify user information,Modify user information
41,User->User info page->Save modified user info->User info,CTRL,4,Modify user information,Modify user information
42,User->User info page->Save modified user info->User info,DM,4,Modify user information,Modify user information
43,User->User info page->Save modified user info->User info,EI,4,Modify user information,Modify user information
44,User->Modify User Info->query user info->User info,CTRL,4,Modify user information,Modify user information
45,User->Modify User Info->query user info->User info,DM,4,Modify user information,Modify user information
46,User->Modify User Info->query user info->User info,EI,4,Modify user information,Modify user information
47,User->Modify User Info->query user info->User info page,CTRL,4,Modify user information,Modify user information
48,User->Modify User Info->query user info->User info page,INT,4,Modify user information,Modify user information
49,User->manage girls/teams/volunteers page->query girl info->query teams info->Teams,CTRL,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
50,User->manage girls/teams/volunteers page->query girl info->query teams info->Teams,DM,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
51,User->manage girls/teams/volunteers page->query girl info->query teams info->Teams,EI,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
52,User->manage girls/teams/volunteers page->query girl info->query teams info->query volunteers info->Girls/Teams/Volunteers manage page,CTRL,6,Manage teams/volunteers/girls,Manage teams/volunteers/girls
53,User->manage girls/teams/volunteers page->query girl info->query teams info->query volunteers info->Girls/Teams/Volunteers manage page,INT,6,Manage teams/volunteers/girls,Manage teams/volunteers/girls
54,User->manage girls/teams/volunteers page->query girl info->query teams info->query volunteers info->Volunteers,CTRL,6,Manage teams/volunteers/girls,Manage teams/volunteers/girls
55,User->manage girls/teams/volunteers page->query girl info->query teams info->query volunteers info->Volunteers,DM,6,Manage teams/volunteers/girls,Manage teams/volunteers/girls
56,User->manage girls/teams/volunteers page->query girl info->query teams info->query volunteers info->Volunteers,EI,6,Manage teams/volunteers/girls,Manage teams/volunteers/girls
57,User->manage girls/teams/volunteers page->query girl info->Girl,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
58,User->manage girls/teams/volunteers page->query girl info->Girl,DM,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
59,User->manage girls/teams/volunteers page->query girl info->Girl,EI,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
60,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Invalid modified information,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
61,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Invalid modified information,INT,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
62,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Volunteers,CTRL,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
63,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Volunteers,DM,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
64,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Volunteers,EI,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
65,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Teams,CTRL,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
66,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Teams,DM,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
67,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Teams,EI,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
68,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Girl,CTRL,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
69,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Girl,DM,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
70,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Girl,EI,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
71,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Save modified information success message,CTRL,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
72,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Save modified information->Save modified information success message,INT,5,Manage teams/volunteers/girls,Manage teams/volunteers/girls
73,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Required information missing error message,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
74,User->Girls/Teams/Volunteers manage page->process input information for girs/teams/volunteers->Required information missing error message,INT,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
75,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Delete information successfully,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
76,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Delete information successfully,INT,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
77,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Volunteers,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
78,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Volunteers,DM,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
79,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Volunteers,EI,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
80,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Girl,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
81,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Girl,DM,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
82,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Girl,EI,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
83,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Teams,CTRL,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
84,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Teams,DM,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
85,User->Girls/Teams/Volunteers manage page->Delete girls/volunteers/teams->Teams,EI,4,Manage teams/volunteers/girls,Manage teams/volunteers/girls
86,User->Data import page->Process data->Data format error message,CTRL,4,Import data from csv,Import data from csv
87,User->Data import page->Process data->Data format error message,INT,4,Import data from csv,Import data from csv
88,User->Data import page->Process data->Save girls data->Invalid input user information,CTRL,5,Import data from csv,Import data from csv
89,User->Data import page->Process data->Save girls data->Invalid input user information,INT,5,Import data from csv,Import data from csv
90,User->Data import page->Process data->Save girls data->User info,CTRL,5,Import data from csv,Import data from csv
91,User->Data import page->Process data->Save girls data->User info,DM,5,Import data from csv,Import data from csv
92,User->Data import page->Process data->Save girls data->User info,EI,5,Import data from csv,Import data from csv
93,User->Data import page->Process data->Save Volunteers data->User info,CTRL,5,Import data from csv,Import data from csv
94,User->Data import page->Process data->Save Volunteers data->User info,DM,5,Import data from csv,Import data from csv
95,User->Data import page->Process data->Save Volunteers data->User info,EI,5,Import data from csv,Import data from csv
96,User->Data import page->Process data->Save Volunteers data->Invalid input user information,CTRL,5,Import data from csv,Import data from csv
97,User->Data import page->Process data->Save Volunteers data->Invalid input user information,INT,5,Import data from csv,Import data from csv
98,User->Data import page->Process data->Save teams data->User info,CTRL,5,Import data from csv,Import data from csv
99,User->Data import page->Process data->Save teams data->User info,DM,5,Import data from csv,Import data from csv
100,User->Data import page->Process data->Save teams data->User info,EI,5,Import data from csv,Import data from csv
101,User->Data import page->Process data->Save teams data->Invalid input user information,CTRL,5,Import data from csv,Import data from csv
102,User->Data import page->Process data->Save teams data->Invalid input user information,INT,5,Import data from csv,Import data from csv
103,User->Date import button->Display data import page->Data import page,CTRL,4,Import data from csv,Import data from csv
104,User->Date import button->Display data import page->Data import page,INT,4,Import data from csv,Import data from csv
105,Admin->Select attendance button->Display attendance page->attendance,CTRL,4,Export attendance,Export attendance
106,Admin->Select attendance button->Display attendance page->attendance,DM,4,Export attendance,Export attendance
107,Admin->Select attendance button->Display attendance page->attendance,EI,4,Export attendance,Export attendance
108,Admin->Select attendance button->Display attendance page->Attendance page,CTRL,4,Export attendance,Export attendance
109,Admin->Select attendance button->Display attendance page->Attendance page,INT,4,Export attendance,Export attendance
110,Admin->Attendance page->display type of attendance for export->attendance,CTRL,4,Export attendance,Export attendance
111,Admin->Attendance page->display type of attendance for export->attendance,DM,4,Export attendance,Export attendance
112,Admin->Attendance page->display type of attendance for export->attendance,EI,4,Export attendance,Export attendance
113,Admin->Attendance page->display type of attendance for export->Types of attendance,CTRL,4,Export attendance,Export attendance
114,Admin->Attendance page->display type of attendance for export->Types of attendance,INT,4,Export attendance,Export attendance
115,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,CTRL,5,Export attendance,Export attendance
116,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,DM,5,Export attendance,Export attendance
117,Admin->Types of attendance->export data to csv file->Select file location to save->csv files,EI,5,Export attendance,Export attendance
118,Admin->Types of attendance->export data to csv file->Select file location to save->Data export success message,CTRL,5,Export attendance,Export attendance
119,Admin->Types of attendance->export data to csv file->Select file location to save->Data export success message,INT,5,Export attendance,Export attendance
120,Staff->Attendance page->display type of attendance for export->attendance,CTRL,4,Export attendance,Export attendance
121,Staff->Attendance page->display type of attendance for export->attendance,DM,4,Export attendance,Export attendance
122,Staff->Attendance page->display type of attendance for export->attendance,EI,4,Export attendance,Export attendance
123,Staff->Attendance page->display type of attendance for export->Types of attendance,CTRL,4,Export attendance,Export attendance
124,Staff->Attendance page->display type of attendance for export->Types of attendance,INT,4,Export attendance,Export attendance
125,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,CTRL,5,Export attendance,Export attendance
126,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,DM,5,Export attendance,Export attendance
127,Staff->Types of attendance->export data to csv file->Select file location to save->csv files,EI,5,Export attendance,Export attendance
128,Staff->Types of attendance->export data to csv file->Select file location to save->Data export success message,CTRL,5,Export attendance,Export attendance
129,Staff->Types of attendance->export data to csv file->Select file location to save->Data export success message,INT,5,Export attendance,Export attendance
130,User->Attendance information page->query attendance detail information->Attendance information,CTRL,4,Monitor attendance,Monitor attendance
131,User->Attendance information page->query attendance detail information->Attendance information,DM,4,Monitor attendance,Monitor attendance
132,User->Attendance information page->query attendance detail information->Attendance information,EI,4,Monitor attendance,Monitor attendance
133,User->Attendance information page->query attendance detail information->Attendance detail information,CTRL,4,Monitor attendance,Monitor attendance
134,User->Attendance information page->query attendance detail information->Attendance detail information,INT,4,Monitor attendance,Monitor attendance
135,User->View girls/volunteers attendance button->query attendance information->Attendance information,CTRL,4,Monitor attendance,Monitor attendance
136,User->View girls/volunteers attendance button->query attendance information->Attendance information,DM,4,Monitor attendance,Monitor attendance
137,User->View girls/volunteers attendance button->query attendance information->Attendance information,EI,4,Monitor attendance,Monitor attendance
138,User->View girls/volunteers attendance button->query attendance information->Attendance information page,CTRL,4,Monitor attendance,Monitor attendance
139,User->View girls/volunteers attendance button->query attendance information->Attendance information page,INT,4,Monitor attendance,Monitor attendance
140,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Duplicate attendance information,CTRL,5,Record attendance,Record attendance
141,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Duplicate attendance information,INT,5,Record attendance,Record attendance
142,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Attendance Detail,CTRL,5,Record attendance,Record attendance
143,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Attendance Detail,DM,5,Record attendance,Record attendance
144,Volunteer coach->Enter attendance detail page->validate input attendance info->save attendance detail->Attendance Detail,EI,5,Record attendance,Record attendance
145,Volunteer coach->Enter attendance detail page->validate input attendance info->Invalid input attendance information,CTRL,4,Record attendance,Record attendance
146,Volunteer coach->Enter attendance detail page->validate input attendance info->Invalid input attendance information,INT,4,Record attendance,Record attendance
147,Volunteer coach->Login page->validate login information->Login,CTRL,4,Record attendance,Record attendance
148,Volunteer coach->Login page->validate login information->Login,DM,4,Record attendance,Record attendance
149,Volunteer coach->Login page->validate login information->Login,EI,4,Record attendance,Record attendance
150,Volunteer coach->Login page->validate login information->Enter attendance detail page,CTRL,4,Record attendance,Record attendance
151,Volunteer coach->Login page->validate login information->Enter attendance detail page,INT,4,Record attendance,Record attendance
