id,element,useCase,type,component
1,Weight loser:add charity organization button,choose charity organization,boundary,invokeaddcharityusecase
2,Weight loser:access information on facebook error,choose charity organization,boundary,errorinaccessfacebookinformation
3,Weight loser:suggested charity list,choose charity organization,boundary,invokeaddcharityusecase
4,Weight loser:charity list,choose charity organization,boundary,invokeaddcharityusecase
5,send out emails to charities and sponsors:email protocol,choose charity organization,actor,emailprototocol
6,add charity to goal:facebook,choose charity organization,boundary,errorinaccessfacebookinformation
7,post on facebook:facebook,choose charity organization,boundary,errorinaccessfacebookinformation
8,displays a congradulatory message on facebook:facebook,choose charity organization,boundary,errorinaccessfacebookinformation
9,add charity to goal:access information on facebook error,choose charity organization,boundary,errorinaccessfacebookinformation
10,add charity organization button:show a list of available charity,choose charity organization,boundary,invokeaddcharityusecase
11,add charity to goal:goal,choose charity organization,entity,goal
12,add charity to goal:post on facebook,choose charity organization,boundary,errorinaccessfacebookinformation
13,charity list:add charity to goal,choose charity organization,boundary,invokeaddcharityusecase
14,show a list of available charity:charity list,choose charity organization,boundary,invokeaddcharityusecase
15,suggested charity list:charity list,choose charity organization,boundary,invokeaddcharityusecase
16,displays a congradulatory message on facebook:charity list,choose charity organization,boundary,invokeaddcharityusecase
17,show a list of available charity:charity list,choose charity organization,boundary,invokeaddcharityusecase
18,show a list of available charity:displays a congradulatory message on facebook,choose charity organization,boundary,errorinaccessfacebookinformation
19,post on facebook:send out emails to charities and sponsors,choose charity organization,boundary,Theweightloseraddonesponsorsuccessfullymessage
20,show a list of available charity:suggested charity list,choose charity organization,boundary,invokeaddcharityusecase
21,stl#Weight loser:add charity organization button,choose charity organization,Stimulus,undefined
22,stl#Weight loser:access information on facebook error,choose charity organization,Stimulus,undefined
23,stl#Weight loser:suggested charity list,choose charity organization,Stimulus,undefined
24,stl#Weight loser:charity list,choose charity organization,Stimulus,undefined
