id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Administrator->Edit project screen->Verify default user list->invalid user info toast,EQ,CTRL|INT,4,undefined,1,0,1,Edit project,Edit project
2,Administrator->Edit project screen->Verify default user list->save project info->project,EI,CTRL|DM|EI,5,undefined,2,1,1,Edit project,Edit project
3,Administrator->Edit project option->display edit project screen->Edit project screen,EQ,CTRL|INT,4,undefined,1,0,1,Edit project,Edit project
4,Administrator->Edit project option->display edit project screen->meeting,EI,CTRL|DM|EI,4,undefined,1,1,1,Edit project,Edit project
