NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Arch_Diff,SWTI,SWTII,SWTIII
1,Sequence Diagram1,2,16,0,15,0,0,0,0,0,0,0,2,0,0,0,2,13.5,16,12.5,12.5,216,2.0134,24.5528,15.7772
2,Diagram2,3,12,0,10,0,0,0,0,0,0,0,3,0,0,0,3,6.666666666666667,11,5.666666666666667,5.666666666666667,73.33333333333334,3.0201,27.7695,18.0924
3,UseCase1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,UseCase2,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1.5,0,0,0,0,2.0134,2.3178,2.4582
5,Use Case3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
