id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Score->Algortihm to scale->Update Rank,FUNC_NA,TRAN_NA,3,undefined,2,1,0,Algorithm,Algorithm
2,Score->Algortihm to scale->Show Rank,FUNC_NA,TRAN_NA,3,undefined,1,1,0,Algorithm,Algorithm
