id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Algortihm to scale,control,2,1,Algorithm,Algorithm,
2,Show Rank,boundary,0,2,Algorithm,Algorithm,
3,User,actor,1,0,Algorithm,Algorithm,
4,Score,entity,1,0,Algorithm,Algorithm,
5,Update Rank,control,0,1,Algorithm,Algorithm,
