"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"33","tm3","cosmic","mdmre","+",0.630162435528585,1.74286238641673,0.0004999500049995,0.0004999500049995,0.02999700029997,-1.3027351088356
"34","tm3","sloc","mdmre","+",0.630162435528585,2.65791606767726,0.0004999500049995,0.0004999500049995,0.02999700029997,-3.53140065087859
"35","tm3","ln_sloc","mdmre","+",0.630162435528585,1.0060633944879,0.0002999700029997,0.0004999500049995,0.017998200179982,-1.52485241447188
"36","ucp","fp","mdmre","-",2.62313352656566,1.46957228879371,0.0004999500049995,0.0004999500049995,0.02999700029997,1.16763239731882
"37","ucp","cosmic","mdmre","-",2.62313352656566,1.74286238641673,0.0004999500049995,0.0004999500049995,0.02999700029997,0.718635011623989
"38","ucp","sloc","mdmre","+",2.62313352656566,2.65791606767726,0.0004999500049995,0.0004999500049995,0.02999700029997,-0.0331546070355652
"39","ucp","ln_sloc","mdmre","-",2.62313352656566,1.0060633944879,0.0004999500049995,0.0004999500049995,0.02999700029997,1.77318149806038
"40","fp","cosmic","mdmre","+",1.46957228879371,1.74286238641673,0.0004999500049995,0.0004999500049995,0.02999700029997,-0.287160595388289
"41","fp","sloc","mdmre","+",1.46957228879371,2.65791606767726,0.0004999500049995,0.0004999500049995,0.02999700029997,-1.67072586016725
"42","fp","ln_sloc","mdmre","-",1.46957228879371,1.0060633944879,9.99900009999e-05,0.000333300003333,0.005999400059994,0.952167876023259
"43","cosmic","sloc","mdmre","+",1.74286238641673,2.65791606767726,0.0002999700029997,0.0004999500049995,0.017998200179982,-0.901498355522487
"44","cosmic","ln_sloc","mdmre","-",1.74286238641673,1.0060633944879,0.0004999500049995,0.0004999500049995,0.02999700029997,0.844413430433333
"45","sloc","ln_sloc","mdmre","-",2.65791606767726,1.0060633944879,0.0004999500049995,0.0004999500049995,0.02999700029997,2.74722566177179
"46","tm3","ucp","mae","+",2.37766993645584,15.8102718577999,0.0004999500049995,0.0004999500049995,0.02999700029997,-2.69617916436571
"47","tm3","fp","mae","+",2.37766993645584,6.7102239234919,0.0003999600039996,0.0004999500049995,0.023997600239976,-2.36190610035722
"48","tm3","cosmic","mae","+",2.37766993645584,9.90734846039645,0.0004999500049995,0.0004999500049995,0.02999700029997,-2.288025311381
"49","tm3","sloc","mae","+",2.37766993645584,9.75752955627132,0.0004999500049995,0.0004999500049995,0.02999700029997,-2.88819870051827
"50","tm3","ln_sloc","mae","+",2.37766993645584,4.08637292485398,0.0002999700029997,0.0004999500049995,0.017998200179982,-1.83392554182078
"51","ucp","fp","mae","-",15.8102718577999,6.7102239234919,0.0004999500049995,0.0004999500049995,0.02999700029997,1.72350060911901
"52","ucp","cosmic","mae","-",15.8102718577999,9.90734846039645,0.0004999500049995,0.0004999500049995,0.02999700029997,0.992916722129478
"53","ucp","sloc","mae","-",15.8102718577999,9.75752955627132,0.0004999500049995,0.0004999500049995,0.02999700029997,1.08636389407503
"54","ucp","ln_sloc","mae","-",15.8102718577999,4.08637292485398,0.0004999500049995,0.0004999500049995,0.02999700029997,2.32709327426395
"55","fp","cosmic","mae","+",6.7102239234919,9.90734846039645,0.0004999500049995,0.0004999500049995,0.02999700029997,-0.857935281099809
"56","fp","sloc","mae","+",6.7102239234919,9.75752955627132,0.0004999500049995,0.0004999500049995,0.02999700029997,-0.984236032540612
"57","fp","ln_sloc","mae","-",6.7102239234919,4.08637292485398,9.99900009999e-05,0.000333300003333,0.005999400059994,1.32438654334773
"58","cosmic","sloc","mae","-",9.90734846039645,9.75752955627132,0.0002999700029997,0.0004999500049995,0.017998200179982,0.0362818736024846
"59","cosmic","ln_sloc","mae","-",9.90734846039645,4.08637292485398,0.0004999500049995,0.0004999500049995,0.02999700029997,1.72475621159117
"60","sloc","ln_sloc","mae","-",9.75752955627132,4.08637292485398,0.0004999500049995,0.0004999500049995,0.02999700029997,2.1299697343724
