id,element,useCase,type,component
1,send email message:Email Protocol,Send a referral request email,actor,Email Subscription Preference
2,User:message edit page,Send a referral request email,boundary,email message requesting referral
3,User:Friend selection page,Send a referral request email,control,Friends
4,User:No fried found message,Send a referral request email,control,Friends
5,User:Request Referral Button,Send a referral request email,boundary,email message requesting referral
6,Friend selection page:display message edit page,Send a referral request email,boundary,email message requesting referral
7,display friends by organization:Friend selection page,Send a referral request email,control,Friends
8,display friends by organization:Friends,Send a referral request email,control,Friends
9,display friends by organization:No fried found message,Send a referral request email,control,Friends
10,Request Referral Button:display friends by organization,Send a referral request email,control,Friends
11,display message edit page:message edit page,Send a referral request email,boundary,email message requesting referral
12,message edit page:send email message,Send a referral request email,boundary,email message requesting referral
13,stl#User:message edit page,Send a referral request email,Stimulus,undefined
14,stl#User:Friend selection page,Send a referral request email,Stimulus,undefined
15,stl#User:No fried found message,Send a referral request email,Stimulus,undefined
16,stl#User:Request Referral Button,Send a referral request email,Stimulus,undefined
