id,element,useCase,type,component
1,User:Send students detail,view registered students,boundary,Studentcourselist
2,User:Homepage,view registered students,boundary,Homepage
3,User:Course reigister page,view registered students,boundary,Studentcourselist
4,Course reigister page:Section conflicts page,view registered students,boundary,Homepage
5,Display page:Homepage,view registered students,boundary,Homepage
6,Send students detail:Display page,view registered students,boundary,Homepage
7,Request student detail data:Display page,view registered students,boundary,Homepage
8,Section conflicts page:Request student detail data,view registered students,boundary,Studentcourselist
9,stl#User:Send students detail,view registered students,Stimulus,undefined
10,stl#User:Homepage,view registered students,Stimulus,undefined
11,stl#User:Course reigister page,view registered students,Stimulus,undefined
