"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"1","tm1","tm2","mmre","-",0.897241263538442,0.858706269256871,0.18304347826087,0.347909900471451,1,0.110529850165293
"2","tm1","tm3","mmre","-",0.897241263538442,0.897236948131825,0.311739130434783,0.369061784897025,1,1.09456568875925e-05
"3","tm1","ucp","mmre","+",0.897241263538442,1.734563923403,0.038695652173913,0.347909900471451,1,-1.54226095085696
"4","tm1","fp","mmre","+",0.897241263538442,1.09141384123068,0.0734782608695652,0.347909900471451,1,-0.47712961314035
"5","tm1","cosmic","mmre","+",0.897241263538442,1.3855909914238,0.105217391304348,0.347909900471451,1,-1.00854088382734
"6","tm1","sloc","mmre","+",0.897241263538442,1.64263300181684,0.0452173913043478,0.347909900471451,1,-1.42837509772585
"7","tm1","ln_sloc","mmre","-",0.897241263538442,0.88897193169446,0.152173913043478,0.347909900471451,1,0.0245119400538834
"8","tm2","tm3","mmre","+",0.858706269256871,0.897236948131825,0.252173913043478,0.347909900471451,1,-0.110528345966048
"9","tm2","ucp","mmre","+",0.858706269256871,1.734563923403,0.0426086956521739,0.347909900471451,1,-1.71490669412929
"10","tm2","fp","mmre","+",0.858706269256871,1.09141384123068,0.102173913043478,0.347909900471451,1,-0.64122961161244
"11","tm2","cosmic","mmre","+",0.858706269256871,1.3855909914238,0.130869565217391,0.347909900471451,1,-1.17653496311539
"12","tm2","sloc","mmre","+",0.858706269256871,1.64263300181684,0.0556521739130435,0.347909900471451,1,-1.60551301559531
"13","tm2","ln_sloc","mmre","+",0.858706269256871,0.88897193169446,0.199130434782609,0.347909900471451,1,-0.107073895518197
"14","tm3","ucp","mmre","+",0.897236948131825,1.734563923403,0.038695652173913,0.347909900471451,1,-1.54233146694937
"15","tm3","fp","mmre","+",0.897236948131825,1.09141384123068,0.0734782608695652,0.347909900471451,1,-0.477174669806849
"16","tm3","cosmic","mmre","+",0.897236948131825,1.3855909914238,0.105217391304348,0.347909900471451,1,-1.00860123452255
"17","tm3","sloc","mmre","+",0.897236948131825,1.64263300181684,0.0456521739130435,0.347909900471451,1,-1.42844608945463
"18","tm3","ln_sloc","mmre","-",0.897236948131825,0.88897193169446,0.152173913043478,0.347909900471451,1,0.0245017226769839
"19","ucp","fp","mmre","-",1.734563923403,1.09141384123068,0.345652173913043,0.383297460180801,1,1.16472488730889
"20","ucp","cosmic","mmre","-",1.734563923403,1.3855909914238,0.417391304347826,0.421151586368978,1,0.570813851280297
"21","ucp","sloc","mmre","-",1.734563923403,1.64263300181684,0.320434782608696,0.369986553115195,1,0.143288947829178
"22","ucp","ln_sloc","mmre","-",1.734563923403,0.88897193169446,0.414782608695652,0.421151586368978,1,1.6807638062609
"23","fp","cosmic","mmre","+",1.09141384123068,1.3855909914238,0.24695652173913,0.347909900471451,1,-0.594792983743159
"24","fp","sloc","mmre","+",1.09141384123068,1.64263300181684,0.100434782608696,0.347909900471451,1,-1.03712963755254
"25","fp","ln_sloc","mmre","-",1.09141384123068,0.88897193169446,0.361304347826087,0.391402789171452,1,0.574978074883459
"26","cosmic","sloc","mmre","+",1.3855909914238,1.64263300181684,0.0226086956521739,0.347909900471451,1,-0.433661052122175
"27","cosmic","ln_sloc","mmre","-",1.3855909914238,0.88897193169446,0.31304347826087,0.369061784897025,1,1.13098434266866
"28","sloc","ln_sloc","mmre","-",1.64263300181684,0.88897193169446,0.408260869565217,0.419497407259673,1,1.56920238820779
"29","tm1","tm2","pred25","-",0.1,0.137333333333333,0.158695652173913,0.347909900471451,1,-0.300931217429996
"30","tm1","tm3","pred25","+",0.1,0.0998333333333333,0.433478260869565,0.433478260869565,1,0.00147512673515642
"31","tm1","ucp","pred25","+",0.1,0.041,0.257391304347826,0.347909900471451,1,0.616167620185155
"32","tm1","fp","pred25","-",0.1,0.139166666666667,0.0378260869565217,0.347909900471451,1,-0.317325454169583
"33","tm1","cosmic","pred25","-",0.1,0.157333333333333,0.0452173913043478,0.347909900471451,1,-0.463015152900363
"34","tm1","sloc","pred25","+",0.1,0.0431666666666667,0.269565217391304,0.349076697606253,1,0.594245506848472
"35","tm1","ln_sloc","pred25","+",0.1,0.0715,0.0791304347826087,0.347909900471451,1,0.271094987164331
"36","tm2","tm3","pred25","+",0.137333333333333,0.0998333333333333,0.276521739130435,0.349076697606253,1,0.301974886675246
"37","tm2","ucp","pred25","+",0.137333333333333,0.041,0.213913043478261,0.347909900471451,1,0.885903421216852
